route,inter_point
route 10,Pacific Motorway
route 10,485
route 10,Peats Ridge Road Offramp
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,493
route 10,Pacific Motorway
route 10,495
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,507
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,513
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,515
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Sparks Road
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,561
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,573
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,West Wallsend Interchange
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Newcastle Interchange
route 10,Newcastle Interchange
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Pacific Motorway
route 10,Weakleys Drive
route 10,Hungry Jacks
route 10,John Renshaw Drive
route 10,John Renshaw Drive
route 10,New England Highway
route 10,Palm Valley Motel & Home Village
route 10,New England Highway
route 10,New England Highway
route 10,New England Highway
route 10,Maitland Road
route 10,U-Turn Bay
route 10,Maitland Road
route 10,Pacific Highway
route 10,Pacific Highway
route 10,Pacific Highway
route 10,Pacific Highway opposite Tomago Road
route 10,Tomago Road opposite Tomago Village Van Park
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,McIntyre Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Tomago Road
route 10,Cabbage Tree Road after Masonite Road
route 10,Barrie Close
route 10,Cabbage Tree Road after Barrie Close
route 10,Cabbage Tree Road
route 10,Cabbage Tree Road
route 10,Cabbage Tree Road
route 10,Cabbage Tree Road
route 10,Cabbage Tree Road
route 10,Cabbage Tree Road
route 10,Cabbage Tree Road opposite Saint Saviour's Anglican Church
route 10,Cabbage Tree Lane
route 10,B63
route 10,McDonald's
route 10,Nelson Bay Road
route 10,Nelson Bay Road
route 10,Nelson Bay Road
route 11,Western Distributor
route 11,Western Distributor
route 11,Western Distributor
route 11,International Exhibition Centre
route 11,Fig Street Offramp
route 11,Millennium Convenience Store
route 11,Town Hall
route 11,229 On Elizabeth
route 11,Cook and Phillip Park
route 11,William Street
route 11,Eastern Distributor Offramp
route 11,Eastern Distributor
route 11,Cross City Tunnel
route 11,Eastern Distributor Offramp
route 11,Eastern Distributor Offramp
route 11,Eastern Distributor Onramp
route 11,Eastern Distributor Onramp
route 11,Eastern Distributor Onramp
route 11,Sir Allen Taylor & Co
route 11,Eastern Distributor
route 11,Fitzroy Street
route 11,Eastern Distributor
route 11,South Dowling Street Exit
route 11,South Dowling Street
route 11,Lachlan Street
route 11,15-17
route 11,Lachlan Street
route 11,830-850
route 11,Kennards Self Storage Waterloo
route 11,Ferrari Maserati Sydney
route 11,Bourke Street
route 11,Green Square Station
route 11,O'Riordan Street
route 11,40/42
route 11,52
route 12,Western Distributor
route 12,Western Distributor
route 12,The Ribbon
route 12,Harbour Street
route 12,Helm Bar
route 12,King Street Offramp
route 12,ING House
route 12,Western Distributor Onramp
route 12,Western Distributor Onramp
route 12,Western Distributor
route 12,Western Distributor
route 12,Darling Quarter Playground
route 12,International Convention Centre Sydney
route 12,Western Distributor
route 12,Western Distributor
route 12,Purgatory
route 12,Western Distributor
route 12,Western Distributor
route 12,Anzac Bridge
route 12,Anzac Bridge
route 12,The Crescent
route 12,The Crescent
route 12,City West Link
route 12,City West Link
route 12,Lilyfield Depot
route 12,City West Link
route 12,City West Link
route 12,City West Link
route 12,James Street
route 12,Dobroyd Parade
route 12,Dobroyd Parade
route 12,Dobroyd Parade
route 12,Dobroyd Parade
route 12,Dobroyd Parade
route 12,Dobroyd Parade
route 12,Dobroyd Parade
route 12,Wattle Street
route 12,Parramatta Road
route 12,Parramatta Road
route 12,Yasmar Training Facility
route 12,Snowmaster
route 12,Parramatta Road
route 12,Parramatta Road
route 12,Liverpool Road
route 13,The Ribbon
route 13,Wheat Road
route 13,Western Distributor
route 13,King Street Offramp
route 13,Sewage Pumping Station No 13
route 13,Community Kids Sydney
route 13,Western Distributor
route 13,Western Distributor
route 13,Bradfield Highway
route 13,Sydney Harbour Bridge
route 13,Sydney Harbour Bridge
route 13,Bradfield Highway
route 13,Warringah Freeway
route 13,Warringah Freeway
route 13,Warringah Freeway
route 13,Warringah Freeway
route 13,Warringah Freeway
route 13,Warringah Freeway Onramp
route 13,Warringah Freeway
route 13,Warringah Freeway
route 13,Warringah Freeway
route 13,Warringah Freeway
route 13,Gore Hill Freeway
route 13,Gore Hill Freeway
route 13,1061
route 13,Lane Cove Tunnel
route 13,Lane Cove Tunnel
route 13,Gore Hill Freeway
route 13,6
route 13,Longueville Road
route 13,Centennial Ave
route 13,Lane Cove Tunnel
route 13,Lane Cove Tunnel
route 13,Yangoora Bushland Walk
route 13,Lane Cove Tunnel
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,Delhi Road
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,M2-1A
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,45
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,Beecroft Road
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,M2 Hills Motorway
route 13,Pennant Hills Road Exit
route 13,Pennant Hills Road
route 13,Roselea Community Centre
route 13,722
route 13,736
route 13,744
route 13,743
route 13,791
route 13,Carlingford Road
route 13,Pennant Hills Road
route 13,Evans Road
route 13,Carlingford Bowling Club
route 13,Fortune Bites
route 14,Western Distributor
route 14,Helm Bar
route 14,King Street Offramp
route 14,The Dundee Arms
route 14,Darling Park - Tower 1
route 14,263
route 14,299
route 14,Harbour Street
route 14,Cross City Tunnel Onramp
route 14,Commonwealth Bank
route 14,Bathurst Street Offramp
route 14,Millennium Convenience Store
route 14,Town Hall
route 14,CCT-001
route 14,Cook and Phillip Park
route 14,Eastern Distributor Offramp
route 14,Cross City Tunnel
route 14,Eastern Distributor
route 14,Cross City Tunnel
route 14,Eastern Distributor Offramp
route 14,Eastern Distributor Offramp
route 14,Cross City Tunnel
route 14,ED-C
route 14,Eastern Distributor Onramp
route 14,Eastern Distributor
route 14,Vine Church
route 14,Eastern Distributor
route 14,South Dowling Street
route 14,Eastern Distributor
route 14,Eastern Distributor
route 14,Eastern Distributor
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,Southern Cross Drive
route 14,General Holmes Drive
route 14,General Holmes Drive
route 14,General Holmes Drive
route 14,M5 Motorway
route 14,Kyeemagh Avenue
route 14,M5 Motorway
route 14,M5 Motorway
route 14,TP-42-C
route 14,M5 East Tunnel
route 14,Princes Highway
route 14,Macedonian Community Child Care Centre
route 14,Arncliffe Park Amenities
route 14,Bardwell Valley
route 14,Bardwell Valley Golf Course
route 14,M5 East Tunnel
route 14,M5 East Tunnel
route 14,M5 Motorway Onramp
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,M5 Motorway
route 14,Fairford Road Offramp
route 14,Fairford Road Offramp
route 14,Fairford Road
route 14,McDonald's
route 14,BP
route 14,Coles Express
route 14,Davies Road
route 14,KU Padstow Preschool
route 14,Davies Road
route 14,Clancy Street Exit
route 14,Clancy Street Exit
route 14,Henry Lawson Drive
route 14,Henry Lawson Drive
route 14,Henry Lawson Drive
route 14,Henry Lawson Drive
route 14,Henry Lawson Drive
route 15,Western Distributor
route 15,Westpac Place
route 15,Western Distributor
route 15,Western Distributor
route 15,Western Distributor
route 15,Bradfield Highway
route 15,Sydney Harbour Bridge
route 15,Bradfield Highway
route 15,Sydney Harbour Tunnel Northbound
route 15,Sydney Harbour Tunnel Northbound
route 15,Sydney Harbour Tunnel Northbound
route 15,Warringah Freeway
route 15,Warringah Freeway
route 15,Military Road Offramp
route 15,Ernest Street Exit
route 15,Military Road
route 15,1
route 15,41
route 15,152
route 15,220-226
route 15,Military Road
route 15,Sushi Train
route 15,Thai Room
route 15,Military Road
route 15,Surfection
route 15,Bond Street
route 15,Military Road
route 15,Spit Junction B-Line
route 15,Spit Road
route 15,Spit Road
route 15,Spit Road
route 15,Spit Road
route 15,Spit Road
route 15,Spit Road
route 15,Spit Road
route 15,Mosman Rowing Club
route 15,Spit Road
route 15,Spit Bridge
route 15,Manly Road
route 15,Manly Road
route 15,Manly Road
route 15,Burnt Bridge Creek Deviation
route 15,Balgowlah Golf Club
route 15,Burnt Bridge Creek Deviation
route 15,Burnt Bridge Creek Deviation
route 15,Manly Vale B-Line
route 15,King Street
route 15,Condamine Street
route 15,Hargraves Street
route 15,Condamine Street
route 15,Warringah Golf Club
route 15,Pittwater Road
route 15,Pittwater Road
route 15,Pittwater Rd at Old Pittwater Rd
route 15,Pittwater Road
route 15,Brookvale Oval
route 15,Crystal Car Wash Cafe
route 15,Country Care Northern Beaches
route 15,Pittwater Road
route 15,Pittwater Road
route 15,Dee Why B-Line
route 15,Dee Why RSL Club
route 15,Pittwater Rd Near Lismore Av
route 15,Dee Why Vet
route 15,845
route 15,915
route 15,937
route 15,961
route 15,1015A
route 15,1065
route 15,Liquorland
route 15,1/1106
route 16,Community Kids Sydney
route 16,Western Distributor Onramp
route 16,Western Distributor
route 16,Western Distributor
route 16,Bradfield Highway
route 16,Sydney Harbour Bridge
route 16,Sydney Harbour Bridge
route 16,Bradfield Highway
route 16,Warringah Freeway
route 16,Warringah Freeway
route 16,Warringah Freeway
route 16,Warringah Freeway
route 16,Warringah Freeway
route 16,Warringah Freeway
route 16,Warringah Freeway
route 16,Warringah Freeway
route 16,Warringah Freeway
route 16,Willoughby Road
route 16,Gore Hill Freeway
route 16,Gore Hill Freeway
route 16,Gore Hill Freeway
route 16,Lane Cove Tunnel
route 16,Lane Cove Tunnel
route 16,Lane Cove Tunnel
route 16,Lane Cove Tunnel
route 16,Lane Cove Tunnel
route 16,Centennial Ave
route 16,Lane Cove Tunnel
route 16,Lane Cove Tunnel
route 16,Yangoora Bushland Walk
route 16,706
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2-1A
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,45
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,Beecroft Road
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Commuter Carpark
route 16,Bidjigal Reserve
route 16,Bus-Only Ramp
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,4
route 16,M2 Hills Motorway
route 16,Big W
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,M2 Hills Motorway
route 16,NorthWest T-Way
route 16,Red Rooster
route 16,Abbott Road
route 16,Abbott Road
route 16,Prospect Highway
route 16,NRMA Motoserve
route 16,Prospect Highway
route 16,Prospect Highway
route 16,Prospect Highway
route 16,Best Road
route 16,Seven Hills
route 16,Seven Hills
route 16,George Street
route 16,Woolworths Petrol
route 16,Prospect Highway
route 17,Western Distributor
route 17,Bradfield Highway
route 17,Bradfield Highway
route 17,Sydney Harbour Bridge
route 17,Bradfield Highway
route 17,Sydney Harbour Tunnel Northbound
route 17,Pacific Highway
route 17,Pacific Highway
route 17,Romeo's Food Group
route 17,ANZ
route 17,Officeworks
route 17,Arthur Street
route 17,Betta
route 17,Warringah Freeway On Ramp
route 17,Warringah Freeway On Ramp
route 17,Platform 1+2
route 17,Bradfield Highway
route 17,Sydney Harbour Bridge
route 17,Bradfield Highway
route 17,Bradfield Highway Southbound
route 17,Bradfield Highway Southbound
route 17,Western Distributor
route 17,Napoleon on Kent
route 17,Montessori Academy
route 17,Hyatt Regency Sydney
route 17,Western Distributor
route 17,Western Distributor
route 17,Western Distributor
route 17,Western Distributor Onramp
route 17,Darling Quarter Playground
route 17,International Convention Centre Sydney
route 17,Western Distributor
route 17,Western Distributor
