the_geom,station_id,full_name,name,road_name,common_road_name,secondary_name,suburb,post_code,lga,rms_region,distance_to_intersection,intersection,road_number,link_number,mab_identifier,device_type,permanent_station,vehicle_classifier,road_on_type,road_classification_type,road_classification_admin,wgs84_latitude,wgs84_longitude
0101000020E61000009E62D520CCED62403944DC9C4AB640C0,05914,"The Entrance Road, West of Okanagan Close",The Entrance Road,The Entrance Road,The Entrance Road,West of Okanagan Close,Wamberal,2260,Gosford,Hunter,30,Okanagan Close,0000030,2100,A49,Trafficorder Tube Axlepair Counter,0,1,OnGround,,State,-33.424152,151.431168
0101000020E61000001DCC26C030F6624036AD1402B97240C0,05922,"Wilkinson Avenue, West of Moore Street",Wilkinson Avenue,Wilkinson Avenue,Wilkinson Avenue,West of Moore Street,Birmingham Gardens,2287,Newcastle,Hunter,50,Moore Street,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Avenue,Local,-32.896271,151.693451
0101000020E61000004F22C2BF88E56240B29E5A7D754740C0,05943,"New England Highway, North of Doctor Maffey Drive",New England Highway,New England Highway,New England Highway,North of Doctor Maffey Drive,Singleton,2330,Singleton,Hunter,60,Doctor Maffey Drive,0000009,0445,A15,Trafficorder Tube Axlepair Counter,0,0,OnBridge,Highway,State,-32.558273,151.172943
0101000020E610000064AC36FFAF0363409D47C5FF1D5F40C0,05944,"Nelson Bay Road, South of Salamander Way",Nelson Bay Road,Nelson Bay Road,Nelson Bay Road,South of Salamander Way,Nelson Bay,2315,Port Stephens,Hunter,490,Salamander Way,0000108,0140,B63,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-32.743103,152.115234
0101000020E6100000041BD7BFEBF3624037AAD381AC7340C0,05945,"Minmi Road, South of Newcastle Link Road",Minmi Road,Minmi Road,Mimmi Road,South of Newcastle Link Road,Cameron Park,2285,Lake Macquarie,Hunter,110,Newcastle Link Road,0007771,0010,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,Regional,-32.903702,151.622528
0101000020E6100000ACAA97DFE9F262403F1C2444F96040C0,05946,"New England Highway, South of Newcastle Street",New England Highway,New England Highway,New England Highway,South of Newcastle Street,East Maitland,2323,Maitland,Hunter,100,Newcastle Street,0000009,0130,A43,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-32.757607,151.591049
0101000020E61000000D54C6BF4FF662405A492BBEA17040C0,05951,"Main Road, East of Sandgate Road",Main Road,Main Road,Charlestown-Sandgate Highway,East of Sandgate Road,Shortland,2307,Newcastle,Hunter,110,Sandgate Road,0000023,1020,A37,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-32.879936,151.697235
0101000020E610000002124DA008F66240384D9F1D707740C0,05957,"Grandview Road, West of Lookout Road",Grandview Road,Grandview Road,Grandview Road,West of Lookout Road,New Lambton Heights,2305,Newcastle,Hunter,130,Lookout Road,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,Local,-32.933109,151.688553
0101000020E61000007E8AE3C02BF9624094C0E61C3C7140C0,05962,"Nelson Bay Road, East of Greenleaf Road",Nelson Bay Road,Nelson Bay Road,"Fullerton.fullerton Rd, Kooragang",East of Greenleaf Road,Kooragang,2304,Newcastle,Hunter,310,Greenleaf Road,0000108,0070,B63,Trafficorder Dual Tube Classifier,1,0,OnBridge,Road,State,-32.884647,151.786591
0101000020E6100000A67D737F75F36240E0F42EDE8F7B40C0,05976,"Five Islands Road, North of Anzac Parade",Five Islands Road,Five Islands Road,Five Islands Road,North of Anzac Parade,Teralba,2284,Lake Macquarie,Hunter,100,Anzac Parade,0000217,0300,B53,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-32.965328,151.608093
0101000020E61000002D23F59ECAF3624006F7031E187A40C0,05977,"T C Frith Avenue, North of Seventh Street",T C Frith Avenue,T C Frith Avenue,Five Islands Road,North of Seventh Street,Boolaroo,2284,Lake Macquarie,Hunter,90,Seventh Street,0000217,0325,B53,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-32.953861,151.618484
0101000020E6100000B3D1393F45F76240C097C283667140C0,05979,"Industrial Drive, West of Werribi Street",Industrial Drive,Industrial Drive,Industrial Drive,West of Werribi Street,Mayfield West,2304,Newcastle,Hunter,90,Werribi Street,0000316,0220,A43,Trafficorder Tube Axlepair Counter,0,0,OnGround,Drive,State,-32.885941,151.727203
0101000020E61000006F1283C04AF762402920ED7F807140C0,05980,"Werribi Street, South of Industrial Drive",Werribi Street,Werribi Street,Werribi Street,South of Industrial Drive,Mayfield West,2304,Newcastle,Hunter,40,Industrial Drive,0000605,0005,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-32.886734,151.727875
0101000020E61000009A3E3BE03AF76240C32E8A1EF87440C0,05981,"Turton Road, South of Crescent Road",Turton Road,Turton Road,Turton Road,South of Crescent Road,Waratah,2298,Newcastle,Hunter,90,Crescent Road,0000326,0070,B63,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-32.913822,151.725937
0101000020E610000068CD8FBF34F7624086E464E2567540C0,05984,"Turton Road, South of Womboin Road",Turton Road,Turton Road,Turton Road,South of Womboin Road,New Lambton,2305,Newcastle,Hunter,120,Womboin Road,0000326,0060,B63,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-32.916714,151.725189
0101000020E61000003483F8C00EEB62407F15E0BBCDB740C0,05985,"York Street, East of Albany Street",York Street,York Street,York Street,East of Albany Street,Point Frederick,2250,Gosford,Hunter,80,Albany Street,0000030,2030,A49,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,State,-33.435966,151.345551
0101000020E6100000F2B1BB40C9F36240B1A71DFE9A7A40C0,05990,"The Esplanade, East of T C Frith Avenue",The Esplanade,The Esplanade,The Esplanade,East of T C Frith Avenue,Speers Point,2284,Lake Macquarie,Hunter,120,T C Frith Avenue,0000674,0170,B57,Trafficorder Tube Axlepair Counter,0,0,OnGround,,State,-32.957855,151.618317
0101000020E61000004913EF00CFDA62407A54FCDF11C740C0,06113,"Putty Road, North of Clergy Road",Putty Road,Putty Road,The Putty Road,North of Clergy Road,Wilberforce,2756,Hawkesbury,Sydney,140,Clergy Road,0000503,1010,NULL,Trafficorder Dual Tube Classifier,0,1,OnGround,Road,State,-33.555233,150.837769
0101000020E610000041D7BE805ECF6240F1B73D41623741C0,07002,"Old Hume Highway, East of Isedale Road",Old Hume Highway,Old Hume Highway,"Old Hume.old Hume Highway, Mittagong",East of Isedale Road,Braemar,2575,Wingecarribee,Southern,280,Isedale Road,0000260,0070,B73,Trafficorder Loop Counter,1,0,OnGround,Highway,State,-34.432686,150.480286
0101000020E610000043E6CAA05AD662407D7555A0160F41C0,07023,"Remembrance Driveway, South of Cawdor Road",Remembrance Driveway,Remembrance Driveway,Remembrance Drive,South of Cawdor Road,Menangle,2568,Wollondilly,Southern,370,Cawdor Road,0000620,0140,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Drive,Regional,-34.117878,150.698563
0101000020E6100000A8A78FC01FD96240E44EE960FD4541C0,07035,"Princes Highway, North of Illawarra Highway",Princes Highway,Princes Highway,Princes Highway,North of Illawarra Highway,Yallah,2530,Wollongong,Southern,260,Illawarra Highway,0000001,1315,M1,Trafficorder Loop Counter,1,0,OnBridge,Highway,State,-34.546795,150.785126
0101000020E6100000A795422017D96240B80721205F4641C0,07038,"Illawarra Highway, West of Princes Highway",Illawarra Highway,Illawarra Highway,Jamberoo Road,West of Princes Highway,Albion Park Rail,2527,Shellharbour,Southern,130,Princes Highway,0000025,0007,A48,Trafficorder Tube Axlepair Counter,0,1,OnGround,Road,State,-34.549778,150.784073
0101000020E6100000732A1900AAD96240348639419B4841C0,07039,"Princes Highway, North of Tongarra Road",Princes Highway,Princes Highway,Princes Highway,North of Tongarra Road,Albion Park Rail,2527,Shellharbour,Southern,120,Tongarra Road,0000001,1328,A1,Trafficorder Tube Axlepair Counter,0,0,OnGround,Highway,State,-34.567238,150.802002
0101000020E6100000118AADA0E9DA624010751F80D44C41C0,07041,"Princes Highway, North of Dunmore Road",Princes Highway,Princes Highway,Princes Highway,North of Dunmore Road,Dunmore,2529,Shellharbour,Southern,390,Dunmore Road,0000001,1353,A1,Trafficorder Tube Axlepair Counter,0,1,OnGround,Highway,State,-34.600235,150.841019
0101000020E6100000512E8D5F78DA624037C5E3A25A5E41C0,07044,"Fern Street, North of Sandy Wha Road",Fern Street,Fern Street,Fern Street,North of Sandy Wha Road,Gerringong,2534,Kiama,Southern,30,Sandy Wha Road,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,1,OnGround,Street,Local,-34.737141,150.827194
0101000020E6100000E63FA4DF3ED3624045D4449F8F6E41C0,07051,"Princes Highway, South of Illaroo Road",Princes Highway,Princes Highway,"Princes.princes Highway, Bomaderry",South of Illaroo Road,Bomaderry,2541,Shoalhaven,Southern,190,Illaroo Road,0000001,1560,A1,Trafficorder Dual Tube Classifier,1,0,OnBridge,Highway,State,-34.863758,150.601425
0101000020E610000087A8C29FE1D26240DBA6785C547D41C0,07053,"Princes Highway, East of Dowling Street",Princes Highway,Princes Highway,Princes Highway,East of Dowling Street,Falls Creek,2540,Shoalhaven,Southern,190,Dowling Street,0000001,1641,A1,Trafficorder Loop Counter,1,0,OnGround,Highway,State,-34.979137,150.590042
0101000020E61000003BAA9A20EACD624048F8DEDFA09B41C0,07060,"Princes Highway, North of Martins Ridge Road",Princes Highway,Princes Highway,Princes Highway,North of Martins Ridge Road,Conjola,2539,Shoalhaven,Southern,330,Martins Ridge Road,0000001,1708,A1,Trafficorder Tube Axlepair Counter,0,1,OnBridge,Highway,State,-35.215847,150.434830
0101000020E6100000AFB321FFCCCD6240FE4465C39AB241C0,07063,"Princes Highway, West of Wuru Drive",Princes Highway,Princes Highway,"Princes.princes Highway, Burrill Lake",West of Wuru Drive,Burrill Lake,2539,Shoalhaven,Southern,610,Wuru Drive,0000001,1810,A1,Trafficorder Loop Counter,1,0,OnGround,Highway,State,-35.395348,150.431274
0101000020E610000062BB7B806EDC6240CA3159DC7F3641C0,07089,"Crown Street, West of Railway Parade",Crown Street,Crown Street,"Crown.crown St, Wollongong",West of Railway Parade,Wollongong,2500,Wollongong,Southern,40,Railway Parade,0000001,1080,NULL,Trafficorder Loop Counter,1,0,OnBridge,Street,State,-34.425777,150.888489
0101000020E6100000971DE21F36D56240E6AE25E4834841C0,07094,"Illawarra Highway, South of Clover Hill Road",Illawarra Highway,Illawarra Highway,"Illawarra.illawarra Highway, Macquarie Pass",South of Clover Hill Road,Macquarie Pass,2577,Shellharbour,Southern,90,Clover Hill Road,0000025,0032,A48,Trafficorder Loop Counter,1,0,OnGround,Highway,State,-34.566525,150.662857
0101000020E6100000BB253960D7DB6240DAA9B9DC603641C0,07095,"Mount Keira Road, North of Mount Kiera Road",Mount Keira Road,Mount Keira Road,Mount Keira Road,North of Mount Kiera Road,West Wollongong,2500,Wollongong,Southern,100,Mount Kiera Road,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,Local,-34.424831,150.870041
0101000020E6100000AA9B8BBFEDDA62404DF8A57EDE5441C0,07096,"Jamberoo Road, East of Turpentine Street",Jamberoo Road,Jamberoo Road,"Jamberoo.jamberoo Rd, Kiama",East of Turpentine Street,Kiama,2533,Kiama,Southern,20,Turpentine Street,0000264,0015,NULL,Trafficorder Loop Counter,1,0,OnGround,Road,Regional,-34.663040,150.841522
0101000020E6100000931D1B81F8DB6240CBD6FA22A13B41C0,07097,"Five Islands Road, East of Lake Avenue",Five Islands Road,Five Islands Road,"Five Islands.five Islands Rd, Port Kembla North",East of Lake Avenue,Spring Hill,2500,Wollongong,Southern,140,Lake Avenue,0000295,1090,B65,Excel Lpl,1,1,OnGround,Road,State,-34.465855,150.874085
0101000020E6100000F7CC9200B5DB62407F69519FE44441C0,07099,"Shellharbour Road, North of Reddall Parade",Shellharbour Road,Shellharbour Road,"Shellharbour.shellharbour Rd, Lake Illawarra",North of Reddall Parade,Lake Illawarra,2528,Shellharbour,Southern,150,Reddall Parade,0000522,0101,B65,Excel Lpl,1,0,OnGround,Road,State,-34.538227,150.865845
0101000020E6100000FEFFFF1F72DA6240070000006E6041C0,07101,"Fern Street, North of Elambra Parade",Fern Street,Fern Street,"Crooked River.fern St, Gerringong",North of Elambra Parade,Gerringong,2534,Kiama,Southern,130,Elambra Parade,0000571,0110,NULL,Trafficorder Loop Counter,1,0,OnGround,Road,Regional,-34.7533569335938,150.826431274414
0101000020E61000003883BF5FCCDC6240A0FCDD3B6A3641C0,07102,"Corrimal Street, North of Crown Street",Corrimal Street,Corrimal Street,Corrimal Street,North of Crown Street,Wollongong,2500,Wollongong,Southern,80,Crown Street,0000581,0101,B65,Trafficorder Loop Counter,1,0,OnGround,Street,State,-34.425117,150.899948
