the_geom,station_id,full_name,name,road_name,common_road_name,secondary_name,suburb,post_code,lga,rms_region,distance_to_intersection,intersection,road_number,link_number,mab_identifier,device_type,permanent_station,vehicle_classifier,road_on_type,road_classification_type,road_classification_admin,wgs84_latitude,wgs84_longitude
0101000020E61000007633A31F8D926240244223D8B8FE3FC0,6148,"Newell Highway, North of Paintmine Road",Newell Highway,Newell Highway,"Newell.newell Highway, Brocklehurst",North of Paintmine Road,Eumungerie,2822,Dubbo,Western,1760,Paintmine Road,0000017,2915,A39,Tirtl,1,1,OnGround,Highway,State,-31.995008,148.579727
0101000020E6100000A568E55E60866240E0BE0E9C335440C0,6149,"Newell Highway, South of Back Tomingley Road",Newell Highway,Newell Highway,"Caswell.caswell St, Peak Hill",South of Back Tomingley Road,Tomingley,2869,Narromine,Western,410,Back Tomingley Road,0000017,2760,A39,Tirtl,1,1,OnGround,Street,State,-32.657825,148.199264
0101000020E61000005D88D51F618662408AABCABE2B5440C0,6152,"Newell Highway, South of Back Tomingley West Road",Newell Highway,Newell Highway,"Caswell.caswell St, Peak Hill",South of Back Tomingley West Road,Tomingley,2869,Narromine,Western,390,Back Tomingley West Road,0000017,2760,A39,Tirtl,1,1,OnGround,Street,State,-32.657585,148.199356
0101000020E61000005E9D634076E46240CB49287D214440C0,6153,"New England Highway, North of Rixs Creek Lane",New England Highway,New England Highway,"New England.new England Highway, Singleton",North of Rixs Creek Lane,Rixs Creek,2330,Singleton,Hunter,200,Rixs Creek Lane,0000009,0445,A15,Tirtl,1,1,OnGround,Highway,State,-32.532272,151.139435
0101000020E61000000306499FD6DD624092205C01852640C0,6154,"New England Highway, South of Muscle Creek Road",New England Highway,New England Highway,"New England.new England Highway, Nr Muswellbrook",South of Muscle Creek Road,Muswellbrook,2333,Muswellbrook,Hunter,1640,Muscle Creek Road,0000009,0530,A15,Tirtl,1,1,OnGround,Highway,State,-32.300934,150.932449
0101000020E61000001399B9C0E5DC6240817B9E3F6D1E40C0,6157,"New England Highway, North of Burtons Lane",New England Highway,New England Highway,"New England.new England Highway, Muswellbrook",North of Burtons Lane,Muswellbrook,2333,Muswellbrook,Hunter,60,Burtons Lane,0000009,0631,A15,Tirtl,1,1,OnGround,Highway,State,-32.237709,150.903046
0101000020E61000005C8E57207ADC6240C32E8A1EF81640C0,6158,"New England Highway, South of Macqueen Street",New England Highway,New England Highway,"New England.new England Highway, Muswellbrook",South of Macqueen Street,Aberdeen,2336,Muswellbrook,Hunter,130,Macqueen Street,0000009,0631,A15,Tirtl,1,1,OnGround,Highway,State,-32.179447,150.889908
0101000020E61000005DA3E5408FCC6240B08C0DDDEC1340C0,6163,"Golden Highway, East of Prices Lane",Golden Highway,Golden Highway,"Golden.golden Highway, Merriwa",East of Prices Lane,Merriwa,2329,Upper Hunter,Hunter,2070,Prices Lane,0000027,0210,B84,Tirtl,1,1,OnGround,Highway,State,-32.155666,150.392487
0101000020E6100000158DB5BF33D16240B2D7BB3FDE2940C0,6164,"Merriwa Road, West of Giants Creek Road",Merriwa Road,Merriwa Road,"Golden.golden Highway, Sandy Hollow",West of Giants Creek Road,Sandy Hollow,2333,Muswellbrook,Hunter,1200,Giants Creek Road,0000027,0190,B84,Tirtl,1,1,OnGround,Highway,State,-32.327095,150.537567
0101000020E6100000A986FD9ED8C962403F6EBF7CB2FA3EC0,6167,"Oxley Highway, East of Wilkinson Road",Oxley Highway,Oxley Highway,"Oxley.oxley Highway, Carroll",East of Wilkinson Road,Gunnedah,2380,Gunnedah,Northern,1450,Wilkinson Road,0000011,0675,B56,Tirtl,1,1,OnGround,Highway,State,-30.979286,150.307693
0101000020E610000068CA4E3FA8DA62403A950C0055103FC0,6168,"Oxley Highway, South of Bowlers Lane",Oxley Highway,Oxley Highway,"Oxley.oxley Highway, Tamworth",South of Bowlers Lane,Westdale,2340,Tamworth Regional,Northern,380,Bowlers Lane,0000011,0630,B56,Tirtl,1,1,OnGround,Highway,State,-31.063797,150.833038
0101000020E610000083A5BA80979B62407E8D2441B88640C0,6169,"Mitchell Highway, North of Shreeves Road",Mitchell Highway,Mitchell Highway,"Mitchell.wellington Rd, Molong",North of Shreeves Road,Molong,2866,Cabonne,Western,1330,Shreeves Road,0000007,0405,A32,Tirtl,1,1,OnGround,Highway,State,-33.052498,148.862244
0101000020E6100000280EA0DFF79C6240A1BC8FA3396A40C0,6170,"Mitchell Highway, North of Eurimbla Road",Mitchell Highway,Mitchell Highway,"Mitchell.mitchell Highway, Larras Lee",North of Eurimbla Road,Cundumbul,2866,Wellington,Western,720,Eurimbla Road,0000007,0440,A32,Tirtl,1,1,OnGround,Highway,State,-32.829884,148.905258
0101000020E6100000ADC266808BDA62405EBEF561BD2F41C0,6178-PR,"Picton Road, North of Mount Keira Road",Picton Road,Picton Road,Picton.picton Rd - Nr Cordeaux Dam,North of Mount Keira Road,Cordeaux,2526,Wollongong,Southern,270,Mount Keira Road,0000095,0055,B88,Tirtl,1,1,OnGround,Road,State,-34.372967,150.829529
0101000020E610000043E6CAA0DAD66240E71BD13DEB2241C0,6179,"Picton Road, South of Macarthur Drive",Picton Road,Picton Road,"Picton.picton Rd, Nr Cordeaux Dam",South of Macarthur Drive,Wilton,2571,Wollondilly,Southern,400,Macarthur Drive,0000095,0075,B88,Tirtl,1,1,OnGround,Road,State,-34.272804,150.714188
0101000020E61000005455682016206340D313967840953EC0,6180,"Pacific Highway, South of Burkes Lane",Pacific Highway,Pacific Highway,"Pacific.pacific Highway, Nambucca Heads",South of Burkes Lane,Valla,2448,Nambucca,Northern,300,Burkes Lane,0000010,2430,NULL,Tirtl,1,1,OnGround,Highway,State,-30.583015,153.002701
0101000020E61000008CBD175FB4C76240C07630629FCA40C0,6188,"Great Western Highway, West of Victoria Street",Great Western Highway,Great Western Highway,"Great Western.great Western Highway, Mount Victoria",West of Victoria Street,Mount Victoria,2786,Blue Mountains,Sydney,260,Victoria Street,0000005,1540,A32,Tirtl,1,1,OnGround,Highway,State,-33.582989,150.240768
0101000020E6100000D0B8702024C762402F3201BF46CA40C0,6189,"Great Western Highway, West of Berghofer Drive",Great Western Highway,Great Western Highway,"Great Western.great Western Highway, Mount Victoria",West of Berghofer Drive,Little Hartley,2790,Lithgow,Western,1670,Berghofer Drive,0000005,1540,A32,Tirtl,1,1,OnGround,Highway,State,-33.580284,150.223160
0101000020E6100000849F38807EC562407B698A00A7C540C0,6190,"Great Western Highway, West of Walker Street",Great Western Highway,Great Western Highway,"Great Western.great Western Highway, Hartley",West of Walker Street,Hartley,2790,Lithgow,Western,330,Walker Street,0000005,1560,A32,Tirtl,1,1,OnGround,Highway,State,-33.544159,150.171692
0101000020E610000017BA1281EAC46240C89750C1E1C340C0,6191,"Great Western Highway, South of Forty Bends Road",Great Western Highway,Great Western Highway,"Great Western.great Western Highway, Hartley",South of Forty Bends Road,Hartley,2790,Lithgow,Western,1410,Forty Bends Road,0000005,1570,A32,Tirtl,1,1,OnGround,Highway,State,-33.530327,150.153626
0101000020E6100000849F38807EC56240BC581822A7C540C0,6192,"Great Western Highway, West of Walker Street",Great Western Highway,Great Western Highway,"Great Western.great Western Highway, Hartley",West of Walker Street,Hartley,2790,Lithgow,Western,330,Walker Street,0000005,1560,A32,Tirtl,1,1,OnGround,Highway,State,-33.544163,150.171692
0101000020E610000079573D601EC7624011AB3FC230CA40C0,6193,"Great Western Highway, East of Coxs River Road",Great Western Highway,Great Western Highway,"Great Western.great Western Highway, Mount Victoria",East of Coxs River Road,Little Hartley,2790,Lithgow,Western,1660,Coxs River Road,0000005,1540,A32,Tirtl,1,1,OnGround,Highway,State,-33.579613,150.222458
0101000020E610000001158E2095D86240E0D5726726FC3EC0,6194,"Oxley Highway, North of Bective Reserve Road",Oxley Highway,Oxley Highway,"Oxley.oxley Highway, Byamee",North of Bective Reserve Road,Bective,2340,Tamworth Regional,Northern,530,Bective Reserve Road,0000011,0640,B56,Tirtl,1,1,OnGround,Highway,State,-30.984961,150.768204
0101000020E61000005D88D51FE11B63404B766C04E2153FC0,6196,"Pacific Highway, West of Whistlers Lane",Pacific Highway,Pacific Highway,"Pacific.pacific Highway,south Kempsey",West of Whistlers Lane,Verges Creek,2440,Kempsey,Northern,430,Whistlers Lane,0000010,2280,A1,Tirtl,1,1,OnGround,Highway,State,-31.085480,152.871231
0101000020E6100000304AD05FE81B6340A032FE7DC6153FC0,6197,"Pacific Highway, West of Inches Road",Pacific Highway,Pacific Highway,"Pacific.pacific Highway, South Kempsey",West of Inches Road,Verges Creek,2440,Kempsey,Northern,370,Inches Road,0000010,2280,A1,Tirtl,1,1,OnGround,Highway,State,-31.085060,152.872116
0101000020E6100000FEF0F3DF83DC6240A14D0E9F74FA40C0,62001,"Hume Highway, North of Kendall Drive",Hume Highway,Hume Highway,"Hume.hume Hwy, Casula",North of Kendall Drive,Casula,2170,Liverpool,Sydney,150,Kendall Drive,0000002,0641,A28,Excel Ll,1,1,OnGround,Highway,State,-33.956684,150.891098
0101000020E6100000E8667FA0DCDD6240B4AA251DE5F640C0,62021,"Newbridge Road, East of Bridges Road",Newbridge Road,Newbridge Road,Milperra Road,East of Bridges Road,Moorebank,2170,Liverpool,Sydney,100,Bridges Road,0000167,0510,A34,Trafficorder Dual Tube Classifier,0,0,OnGround,Road,State,-33.928867,150.933182
0101000020E6100000280EA0DF77DD6240E9818FC18AFB40C0,62138,"Moorebank Avenue, North of Cambridge Avenue",Moorebank Avenue,Moorebank Avenue,Moorebank Avenue,North of Cambridge Avenue,Holsworthy,2173,Liverpool,Sydney,710,Cambridge Avenue,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,0,OnBridge,Avenue,Local,-33.965172,150.920883
0101000020E6100000240B98C0ADDE6240A777F17EDCFA40C0,63109,"Heathcote Road, East of Margate Avenue",Heathcote Road,Heathcote Road,Heathcote Road,East of Margate Avenue,Holsworthy,2173,Liverpool,Sydney,80,Margate Avenue,0000512,0071,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-33.959854,150.958710
0101000020E6100000E63FA4DF3EDB6240F0332E1C08F140C0,64022,"Elizabeth Drive, East of Airlie Crescent",Elizabeth Drive,Elizabeth Drive,"Elizabeth.elizabeth Dr, Bonnyrigg",East of Airlie Crescent,Cecil Hills,2171,Liverpool,Sydney,50,Airlie Crescent,0000535,0165,NULL,Trafficorder Loop Counter,1,0,OnGround,Drive,State,-33.883060,150.851425
0101000020E6100000C24F1C403FDB6240750305DEC9F540C0,64045,"Cowpasture Road, East of Qantas Boulevard",Cowpasture Road,Cowpasture Road,Cowpasture Road,East of Qantas Boulevard,Hinchinbrook,2168,Liverpool,Sydney,120,Qantas Boulevard,0000648,0045,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-33.920223,150.851471
0101000020E6100000EC6987BFA6DB62407C7BD7A02FF140C0,64095,"Cowpasture Road, South of Elizabeth Drive",Cowpasture Road,Cowpasture Road,Cowpasture Road,South of Elizabeth Drive,Cecil Hills,2171,Liverpool,Sydney,100,Elizabeth Drive,0000648,0065,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-33.884266,150.864105
0101000020E610000010751F80D4DA6240B119E0826CF940C0,64098,"Cowpasture Road, West of Bimberi Street",Cowpasture Road,Cowpasture Road,Cowpasture Road,West of Bimberi Street,Horningsea Park,2171,Liverpool,Sydney,60,Bimberi Street,0000648,0015,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-33.948624,150.838440
0101000020E6100000751E15FF77DC6240D4B837BF61F240C0,65011,"Elizabeth Drive, South of Cabramatta Road",Elizabeth Drive,Elizabeth Drive,Elizabeth Drive,South of Cabramatta Road,Bonnyrigg,2177,Fairfield,Sydney,70,Cabramatta Road,0000535,0150,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Drive,State,-33.893608,150.889648
0101000020E6100000793F6EBF7CDB6240D0D38041D2EB40C0,65095,"The Horsley Drive, East of Westlink M7",The Horsley Drive,The Horsley Drive,The Horsley Drive,East of Westlink M7,Horsley Park,2175,Fairfield,Sydney,330,Westlink M7,0000609,0165,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Drive,State,-33.842354,150.858978
0101000020E61000004704E3E0D2DB62404D2EC6C03AEC40C0,65140,"The Horsley Drive, West of Ferrers Road",The Horsley Drive,The Horsley Drive,The Horsley Drive,West of Ferrers Road,Horsley Park,2175,Fairfield,Sydney,100,Ferrers Road,0000609,0165,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Drive,State,-33.845543,150.869492
0101000020E61000008DD2A57F49DC6240A77A32FFE8F140C0,65143,"Elizabeth Drive, North of Bonnyrigg Avenue",Elizabeth Drive,Elizabeth Drive,"Elizabeth.elizabeth Dr, Bonnyrigg",North of Bonnyrigg Avenue,Bonnyrigg,2177,Fairfield,Sydney,110,Bonnyrigg Avenue,0000535,0150,NULL,Trafficorder Loop Counter,1,0,OnGround,Drive,State,-33.889923,150.883972
0101000020E61000000306499FD6DB6240A3772AE09EEF40C0,65151,"Cowpasture Road, West of Kempsey Place",Cowpasture Road,Cowpasture Road,Cowpasture Road,West of Kempsey Place,Bossley Park,2176,Fairfield,Sydney,150,Kempsey Place,0000648,0075,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,State,-33.872036,150.869949
0101000020E6100000D8D30E7F4DDF62406CEEE87FB9F040C0,66001,"Woodville Road, South of River Avenue",Woodville Road,Woodville Road,Woodville Road,South of River Avenue,Villawood,2163,Bankstown,Sydney,10,River Avenue,0000640,0035,NULL,Trafficorder Dual Tube Classifier,0,0,OnBridge,Road,State,-33.880661,150.978210
0101000020E61000006EFAB31F29DF6240C8409E5DBEF140C0,66021,"Woodville Road, South of Allowrie Road",Woodville Road,Woodville Road,"Woodville.woodville Rd, Villawood",South of Allowrie Road,Villawood,2163,Fairfield,Sydney,50,Allowrie Road,0000640,0010,NULL,Excel Lpl,1,1,OnGround,Road,State,-33.888622,150.973770
0101000020E61000003677F4BFDCDD62403BA759A0DDED40C0,66027,"Smithfield Road, North of Gumtree Way",Smithfield Road,Smithfield Road,Smithfield Road,North of Gumtree Way,Smithfield,2164,Fairfield,Sydney,50,Gumtree Way,0000013,1095,A28,Trafficorder Dual Tube Classifier,0,0,OnGround,Road,State,-33.858326,150.933197
0101000020E61000003D98141F9FDD6240755AB741EDEF40C0,66028,"Cambridge Street, South of New Cambridge Street",Cambridge Street,Cambridge Street,Cambridge Street,South of New Cambridge Street,Canley Heights,2166,Fairfield,Sydney,70,New Cambridge Street,0000013,1060,A28,Trafficorder Loop Counter,1,0,OnBridge,Street,State,-33.874428,150.925674
0101000020E610000052499D80A6DE6240878A71FE26EE40C0,66086,"Fairfield Road, North of Polding Street",Fairfield Road,Fairfield Road,Fairfield Road,North of Polding Street,Fairfield,2165,Fairfield,Sydney,10,Polding Street,0007222,0020,NULL,Trafficorder Tube Axlepair Counter,0,0,OnBridge,Road,Regional,-33.860565,150.957825
0101000020E6100000E00F3FFF3DDF6240E5EE737CB4F040C0,66233,"River Avenue, East of Mandarin Street",River Avenue,River Avenue,River Avenue,East of Mandarin Street,Villawood,2163,Fairfield,Sydney,90,Mandarin Street,0007102,0125,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Avenue,Regional,-33.880508,150.976318
0101000020E610000041D7BE80DEDB62403B6EF8DD74E940C0,66237,"Ferrers Road, North of Chandos Road",Ferrers Road,Ferrers Road,Ferrers Road,North of Chandos Road,Horsley Park,2175,Fairfield,Sydney,1180,Chandos Road,0007153,0010,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,Regional,-33.823879,150.870911
0101000020E61000008BC3995FCDDE62405AD6FD6321F040C0,66239,"Vine Street, North of Diprose Street",Vine Street,Vine Street,Vine Street,North of Diprose Street,Fairfield,2165,Fairfield,Sydney,90,Diprose Street,0007232,0050,NULL,Trafficorder Tube Axlepair Counter,0,0,OnBridge,Street,Regional,-33.876019,150.962570
0101000020E6100000CDAFE600C1DE62402DEA93DC61EF40C0,66240,"The Horsley Drive, North of Fairfield Street",The Horsley Drive,The Horsley Drive,"The Horsley.the Horsley Dr, Fairfield",North of Fairfield Street,Fairfield,2165,Fairfield,Sydney,40,Fairfield Street,0000609,0055,NULL,Trafficorder Loop Counter,1,0,OnBridge,Drive,State,-33.870174,150.961060
0101000020E6100000062D2460F4DC62404C6DA983BCEC40C0,66245,"The Horsley Drive, West of Lily Street",The Horsley Drive,The Horsley Drive,The Horsley Drive,West of Lily Street,Wetherill Park,2164,Fairfield,Sydney,100,Lily Street,0002105,0050,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Drive,Regional,-33.849503,150.904831
0101000020E6100000ED7E15E03BDE624010751F80D4EC40C0,66248,"Warren Road, East of Smithfield Road",Warren Road,Warren Road,"Warren.warren Rd, Smithfield",East of Smithfield Road,Smithfield,2164,Fairfield,Sydney,10,Smithfield Road,0000013,1106,A28,Trafficorder Loop Counter,1,0,OnBridge,Road,State,-33.850235,150.944809
0101000020E6100000EC8497E0D4DE62405FD0420246EF40C0,66249,"Fairfield Street, East of Cockburn Crescent",Fairfield Street,Fairfield Street,"Fairfield.fairfield St, Fairfield",East of Cockburn Crescent,Fairfield East,2165,Fairfield,Sydney,30,Cockburn Crescent,0007232,0020,NULL,Tirtl,1,1,OnGround,Street,Regional,-33.869324,150.963486
0101000020E610000010751F80D4DE62409411178046EF40C0,66249X,"Fairfield Street, East of Cockburn Crescent",Fairfield Street,Fairfield Street,Fairfield Street,East of Cockburn Crescent,Fairfield East,2165,Fairfield,Sydney,30,Cockburn Crescent,0007232,0020,NULL,Excel Lpl,1,1,OnGround,Street,Regional,-33.869339,150.963440
0101000020E6100000E44EE960FDDD62402750C42286E740C0,67091,"Greystanes Road, South of Great Western Highway",Greystanes Road,Greystanes Road,Greystanes Road,South of Great Western Highway,Greystanes,2145,Holroyd,Sydney,40,Great Western Highway,0000646,0040,NULL,Trafficorder Dual Tube Classifier,0,0,OnGround,Road,State,-33.808781,150.937180
0101000020E61000005E85949FD4DE6240DC662AC423EF40C0,67093,"Pine Road, South of Bell Crescent",Pine Road,Pine Road,Pine Road,South of Bell Crescent,Fairfield,2165,Holroyd,Sydney,50,Bell Crescent,-10,-10,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Road,Local,-33.868279,150.963455
0101000020E610000003098A1FE3DE624089B14CBF44E840C0,68019,"Great Western Highway, East of Emert Street",Great Western Highway,Great Western Highway,Great Western Highway,East of Emert Street,Wentworthville,2145,Holroyd,Sydney,60,Emert Street,0000005,0781,A44,Trafficorder Loop Counter,1,0,OnGround,Highway,State,-33.814598,150.965225
0101000020E61000009F5912A026E0624001A3CB9BC3E940C0,68020,"Church Street, South of Meehan Street",Church Street,Church Street,Church Street,South of Meehan Street,Granville,2142,Holroyd,Sydney,40,Meehan Street,0000005,0650,A44,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.826282,151.004715
0101000020E6100000793C2D3FF0DE6240B39597FC4FE840C0,68024,"Great Western Highway, North of Rawson Road",Great Western Highway,Great Western Highway,"Great Western.great Western Hwy, South Wentworthville",North of Rawson Road,Wentworthville,2145,Holroyd,Sydney,30,Rawson Road,0000005,0781,A44,Excel Lpl,1,1,OnGround,Highway,State,-33.814941,150.966827
0101000020E6100000AFB0E07E40DF62401363997E89E840C0,68025,"Great Western Highway, East of Liverpool-Parramatta Transitway",Great Western Highway,Great Western Highway,"Liverpool-Parramatta Transitway.great Western Hwy, Wentworthville",East of Liverpool-Parramatta Transitway,South Wentworthville,2145,Holroyd,Sydney,240,Liverpool-Parramatta Transitway,0008002,0250,A44,Tirtl,1,1,OnGround,Highway,State,-33.816696,150.976623
0101000020E6100000A79201A00ADF624070CD1DFD2FE740C0,68207,"Freame Street, South of Hart Drive",Freame Street,Freame Street,"Freame.freame St, Wentworthville",South of Hart Drive,Wentworthville,2145,Holroyd,Sydney,30,Hart Drive,0000013,1180,A28,Trafficorder Dual Tube Classifier,1,0,OnGround,Street,State,-33.806152,150.970047
0101000020E61000004B0169FF03DF6240C34659BF99E840C0,68215,"Liverpool-Parramatta Transitway, South of Western Motorway",Liverpool-Parramatta Transitway,Liverpool-Parramatta Transitway,Liverpool-Parramatta Transitway,South of Western Motorway,South Wentworthville,2145,Holroyd,Sydney,10,Western Motorway,0008002,0230,M4,Trafficorder Tube Axlepair Counter,0,0,OnGround,,State,-33.817192,150.969238
0101000020E610000041B96DDFA3DF624033A7CB6262E940C0,68218,"Burnett Street, South of Crimea Street",Burnett Street,Burnett Street,Burnett Street,South of Crimea Street,Mays Hill,2145,Holroyd,Sydney,50,Crimea Street,0007252,0040,NULL,Trafficorder Tube Axlepair Counter,0,0,OnGround,Street,Regional,-33.823315,150.988754
0101000020E610000009000080A9DD624001000020C5EB40C0,68225,"Gipps Road, South of Long Street",Gipps Road,Gipps Road,"Gipps.gipps Street, Smithfield",South of Long Street,Smithfield,2164,Fairfield,Sydney,280,Long Street,0000646,0020,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.8419532775879,150.926940917969
0101000020E61000005437177FDBDE6240E606431D56E840C0,68226,"Jersey Road, South of Great Western Highway",Jersey Road,Jersey Road,"Jersy.jersey Rd, South Wentworthville",South of Great Western Highway,South Wentworthville,2145,Holroyd,Sydney,70,Great Western Highway,0000013,1155,A28,Trafficorder Dual Tube Classifier,0,0,OnGround,Road,State,-33.815128,150.964294
0101000020E6100000B2D47ABF51DF624007D0EFFB37E540C0,69084,"Old Windsor Road, West of Hammers Road",Old Windsor Road,Old Windsor Road,"Old Windsor.old Windsor Rd, Wentworthville",West of Hammers Road,Northmead,2152,Parramatta,Sydney,30,Hammers Road,0000635,0020,A40,Trafficorder Loop Counter,1,0,OnGround,Road,State,-33.790771,150.978729
0101000020E61000000F7BA180EDDD6240C2853C821BE340C0,69087,"Prospect Highway, North of The Hills Crescent",Prospect Highway,Prospect Highway,"Seven Hills Road North.seven Hills Rd North, Seven Hills",North of The Hills Crescent,Seven Hills,2147,Blacktown,Sydney,20,The Hills Crescent,0000644,0120,NULL,Trafficorder Loop Counter,1,0,OnBridge,Highway,State,-33.774277,150.935242
0101000020E6100000179CC1DF2FDD62405E64027E8DE240C0,69198,"Sunnyholt Road, South of Devitt Street",Sunnyholt Road,Sunnyholt Road,"Sunnyholt.sunnyholt Rd, Blacktown",South of Devitt Street,Blacktown,2148,Blacktown,Sydney,30,Devitt Street,0000642,0115,NULL,Trafficorder Dual Tube Classifier,1,0,OnBridge,Road,State,-33.769943,150.912094
0101000020E61000000D00004093DC6240010000C008E240C0,69200,"Lancaster Street, North of Bimbil Street",Lancaster Street,Lancaster Street,"Lyton.lyton St, Blacktown",North of Bimbil Street,Blacktown,2148,Blacktown,Sydney,10,Bimbil Street,0007465,0060,NULL,Trafficorder Loop Counter,1,0,OnBridge,Street,Regional,-33.7658920288086,150.892974853516
0101000020E6100000D7DCD1FFF2DC6240A983BC1E4CE240C0,69205,"Balmoral Street, North of Kildare Road",Balmoral Street,Balmoral Street,"Balmoral.balmoral St, Blacktown",North of Kildare Road,Blacktown,2148,Blacktown,Sydney,110,Kildare Road,0000683,0040,NULL,Trafficorder Dual Tube Classifier,1,0,OnGround,Street,State,-33.767948,150.904663
0101000020E61000004910AE80C2DB62409983A0A355E540C0,70001,"Great Western Highway, East of Rudders Lane",Great Western Highway,Great Western Highway,Great Western Highway,East of Rudders Lane,Eastern Creek,2766,Blacktown,Sydney,50,Rudders Lane,0000005,0920,A44,Trafficorder Loop Counter,1,0,OnGround,Highway,State,-33.791676,150.867493
0101000020E61000007521567F84DD6240096CCEC133E740C0,70002,"Western Motorway, South of Ponds Road",Western Motorway,Western Motorway,"Western.m4 Western Mwy, Greystanes",South of Ponds Road,Prospect,2148,Blacktown,Sydney,250,Ponds Road,0006004,1150,M4,Trafficorder Dual Tube Classifier,0,0,OnGround,Motorway,State,-33.806267,150.922424
0101000020E6100000BB253960D7DD624046EF54C03DE740C0,70011,"Great Western Highway, West of Toongabbie Road",Great Western Highway,Great Western Highway,"Great Western.great Western Hwy, Prospect",West of Toongabbie Road,Greystanes,2145,Holroyd,Sydney,140,Toongabbie Road,0000005,0831,A44,Trafficorder Dual Tube Classifier,1,0,OnGround,Highway,State,-33.806572,150.932541
0101000020E6100000B3EC496073DB62400C03965CC5E240C0,70067,"Eastern Road, East of Westlink M7",Eastern Road,Eastern Road,"Eastern.eastern Rd, Rooty Hill",East of Westlink M7,Rooty Hill,2766,Blacktown,Sydney,470,Westlink M7,0007170,0005,NULL,Trafficorder Loop Counter,1,0,OnGround,Road,Regional,-33.771648,150.857834
0101000020E6100000838AAA5F69DD6240956247E350E540C0,70150,"Blacktown Road, South of Lancelot Street",Blacktown Road,Blacktown Road,"Blacktown.blacktown Rd, Blacktown",South of Lancelot Street,Seven Hills,2147,Blacktown,Sydney,40,Lancelot Street,0000644,0050,NULL,Trafficorder Loop Counter,1,0,OnGround,Road,State,-33.791531,150.919113
0101000020E610000079573D609EDB6240A54DD53DB2E140C0,70154,"Knox Road, South of Cross Street",Knox Road,Knox Road,"Knox.knox Rd, Doonside",South of Cross Street,Doonside,2767,Blacktown,Sydney,50,Cross Street,0007153,0072,NULL,Excel Lpl,1,1,OnGround,Road,Regional,-33.763252,150.863083
0101000020E6100000514CDE00B3D96240B119E0826CE340C0,71014,"Great Western Highway, East of Hewitt Street",Great Western Highway,Great Western Highway,"Great Western.great Western Hwy, Minchinbury",East of Hewitt Street,Oxley Park,2760,Penrith,Sydney,40,Hewitt Street,0000005,0950,A44,Trafficorder Dual Tube Classifier,1,0,OnBridge,Highway,State,-33.776749,150.803101
0101000020E6100000E42D573FB6DD6240A79201A08AD940C0,71024,"Windsor Road, North of Merriville Road",Windsor Road,Windsor Road,"Windsor.windsor Rd, Kellyville",North of Merriville Road,Rouse Hill,2155,The Hills,Sydney,60,Merriville Road,0000184,0230,A2,Excel Ll,1,1,OnGround,Road,State,-33.699543,150.928497
0101000020E6100000BA10AB3F42DB6240704221020EE940C0,71035,"Wallgrove Road, South of Roussell Road",Wallgrove Road,Wallgrove Road,Wallgrove Road,South of Roussell Road,Eastern Creek,2766,Blacktown,Sydney,410,Roussell Road,0000515,0110,NULL,Trafficorder Loop Counter,1,0,OnGround,Road,State,-33.820740,150.851837
0101000020E6100000AFD172A007DB6240E44BA8E0F0DC40C0,71043,"Summerland Crescent, South of Everingham Street",Summerland Crescent,Summerland Crescent,Richmond Road,South of Everingham Street,Colebee,2761,Blacktown,Sydney,80,Everingham Street,0000537,1122,NULL,Trafficorder Loop Counter,1,0,OnGround,Road,State,-33.726101,150.844681
0101000020E6100000F1FFFFDFC0DA6240FCFFFFFFC4E240C0,71046,"Francis Road, North of North Parade",Francis Road,Francis Road,"Railway.railway St, Rooty Hill",North of North Parade,Rooty Hill,2766,Blacktown,Sydney,50,North Parade,0000537,1050,NULL,Trafficorder Loop Counter,1,0,OnGround,Street,State,-33.7716369628906,150.836044311523
0101000020E6100000950ED6FF39DA6240B5C2F4BD860841C0,7104-PR,"Broughton Street, North of Moore Street",Broughton Street,Broughton Street,"Moore.moore-Oxley Bypass, Campbelltown",North of Moore Street,Campbelltown,2560,Campbelltown,Sydney,10,Moore Street,0000177,0140,NULL,Tirtl,1,1,OnGround,Street,State,-34.066612,150.819580
0101000020E6100000261DE560B6DB624037894160E5DE40C0,71059,"Richmond Road, East of Symonds Road",Richmond Road,Richmond Road,"Richmond.richmond Rd, Doonside",East of Symonds Road,Glendenning,2761,Blacktown,Sydney,350,Symonds Road,0000643,0121,NULL,Trafficorder Loop Counter,1,0,OnBridge,Road,State,-33.741375,150.866013
