road,point,hour,traffic_percent,currentSpeed,freeFlowSpeed
Eastren distributor northbound,"-33.87096,151.21811",08:00,0%,65.0,65.0
Eastren distributor northbound,"-33.86693,151.2159",08:00,0%,66.0,66.0
Westren Distributor Eastbound,"-33.8716,151.19324",08:00,0%,60.0,60.0
Westren Distributor Eastbound,"-33.87487,151.19688",08:00,29%,41.0,58.0
Westren Distributor Eastbound,"-33.87298,151.20221",08:00,0%,58.0,58.0
Westren Distributor Eastbound,"-33.8682,151.20282",08:00,29%,47.0,67.0
Westren Distributor Eastbound,"-33.8623,151.20497",08:00,29%,47.0,67.0
Westren Distributor Westbound,"-33.86038,151.20601",08:00,0%,66.0,66.0
Westren Distributor Westbound,"-33.86396,151.20436",08:00,0%,66.0,66.0
Westren Distributor Westbound,"-33.8704,151.20326",08:00,0%,61.0,61.0
Westren Distributor Westbound,"-33.87274,151.2033",08:00,0%,61.0,61.0
Westren Distributor Westbound,"-33.87435,151.20108",08:00,0%,61.0,61.0
Westren Distributor Westbound,"-33.87505,151.19639",08:00,0%,59.0,59.0
Westren Distributor Westbound,"-33.87162,151.19295",08:00,0%,62.0,62.0
Cahill Expressway Northbound,"-33.86161,151.21329",08:00,0%,39.0,39.0
Cahill Expressway Northbound,"-33.8633,151.21326",08:00,0%,39.0,39.0
Cahill Expressway Northbound,"-33.86155,151.21224",08:00,0%,57.0,57.0
Cahill Expressway Northbound,"-33.86094,151.20603",08:00,0%,60.0,60.0
Cahill Expressway Northbound,"-33.86024,151.20454",08:00,0%,57.0,57.0
Cahill Expressway Northbound,"-33.86102,151.20515",08:00,0%,57.0,57.0
Cahill Expressway southbound,"-33.84246,151.21116",08:00,68%,18.0,58.0
Cahill Expressway southbound,"-33.84923,151.2126",08:00,0%,59.0,59.0
Cahill Expressway southbound,"-33.85581,151.20858",08:00,0%,62.0,62.0
Cahill Expressway southbound,"-33.86078,151.20649",08:00,0%,63.0,63.0
Cahill Expressway southbound,"-33.86159,151.21311",08:00,0%,63.0,63.0
City road southbound,"-33.88793,151.1929",08:00,0%,24.0,24.0
City road nortbound,"-33.89009,151.18956",08:00,0%,36.0,36.0
City road nortbound,"-33.88534,151.19436",08:00,38%,27.0,44.0
Brisbane Water Drive Northbound,"-33.47617,151.32398",08:00,0%,61.0,61.0
Brisbane Water Drive Northbound,"-33.4714,151.32045",08:00,0%,63.0,63.0
Brisbane Water Drive Northbound,"-33.46413,151.31736",08:00,0%,64.0,64.0
Brisbane Water Drive Northbound,"-33.45959,151.31325",08:00,0%,64.0,64.0
Brisbane Water Drive Northbound,"-33.45029,151.3209",08:00,0%,60.0,60.0
Brisbane Water Drive Northbound,"-33.44892,151.32664",08:00,0%,60.0,60.0
Brisbane Water Drive Northbound,"-33.44818,151.32667",08:00,0%,60.0,60.0
Brisbane Water Drive Northbound,"-33.44259,151.32917",08:00,0%,57.0,57.0
Brisbane Water Drive Northbound,"-33.439,151.32764",08:00,52%,27.0,57.0
Brisbane Water Drive Northbound,"-33.43709,151.32171",08:00,0%,57.0,57.0
Brisbane Water Drive Northbound,"-33.43362,151.31611",08:00,0%,57.0,57.0
Brisbane Water Drive Northbound,"-33.43002,151.31642",08:00,61%,20.0,52.0
Brisbane Water Drive Southbound,"-33.42872,151.31688",08:00,0%,57.0,57.0
Brisbane Water Drive Southbound,"-33.4332,151.31599",08:00,0%,57.0,57.0
Brisbane Water Drive Southbound,"-33.43678,151.32096",08:00,0%,57.0,57.0
Brisbane Water Drive Southbound,"-33.43889,151.32752",08:00,52%,27.0,57.0
Brisbane Water Drive Southbound,"-33.44178,151.32935",08:00,0%,57.0,57.0
Brisbane Water Drive Southbound,"-33.44829,151.32679",08:00,0%,57.0,57.0
Brisbane Water Drive Southbound,"-33.45008,151.32285",08:00,0%,60.0,60.0
Brisbane Water Drive Southbound,"-33.45922,151.31344",08:00,0%,64.0,64.0
Brisbane Water Drive Southbound,"-33.46363,151.31673",08:00,0%,64.0,64.0
Brisbane Water Drive Southbound,"-33.47091,151.32003",08:00,0%,63.0,63.0
Brisbane Water Drive Southbound,"-33.47558,151.324",08:00,0%,61.0,61.0
Burns Bay Road Northbound,"-33.83948,151.14547",08:00,0%,70.0,70.0
Burns Bay Road Northbound,"-33.83168,151.14599",08:00,74%,16.0,62.0
Burns Bay Road Northbound,"-33.82647,151.14894",08:00,85%,10.0,67.0
Burns Bay Road Northbound,"-33.82259,151.14966",08:00,66%,16.0,48.0
Burns Bay Road Northbound,"-33.8185,151.15124",08:00,0%,51.0,51.0
Burns Bay Road Northbound,"-33.81458,151.15394",08:00,0%,43.0,43.0
Burns Bay Road Northbound,"-33.81375,151.1601",08:00,0%,43.0,43.0
Burns Bay Road Northbound,"-33.81485,151.1663",08:00,31%,20.0,29.0
Burns Bay Road Southbound,"-33.81476,151.15401",08:00,28%,30.0,42.0
Burns Bay Road Southbound,"-33.8185,151.15124",08:00,0%,51.0,51.0
Burns Bay Road Southbound,"-33.82278,151.14977",08:00,0%,51.0,51.0
Burns Bay Road Southbound,"-33.82653,151.14901",08:00,0%,61.0,61.0
Burns Bay Road Southbound,"-33.83078,151.14614",08:00,0%,61.0,61.0
Burns Bay Road Southbound,"-33.83867,151.1453",08:00,0%,65.0,65.0
Camden Valley Way Northbound,"-34.05205,150.71013",08:00,0%,57.0,57.0
Camden Valley Way Northbound,"-34.04739,150.71745",08:00,0%,59.0,59.0
Camden Valley Way Northbound,"-34.04308,150.72659",08:00,0%,59.0,59.0
Camden Valley Way Northbound,"-34.042,150.73097",08:00,23%,35.0,46.0
Camden Valley Way Northbound,"-34.04004,150.73701",08:00,40%,26.0,44.0
Camden Valley Way Northbound,"-34.04037,150.74456",08:00,0%,65.0,65.0
Camden Valley Way Northbound,"-34.04313,150.75462",08:00,0%,76.0,76.0
Camden Valley Way Northbound,"-34.04808,150.76201",08:00,63%,18.0,49.0
Camden Valley Way Northbound,"-34.05371,150.77342",08:00,68%,22.0,70.0
Camden Valley Way Northbound,"-34.05958,150.78113",08:00,43%,41.0,73.0
Camden Valley Way Northbound,"-34.05802,150.79228",08:00,0%,107.0,107.0
Camden Valley Way Northbound,"-34.05227,150.80992",08:00,0%,110.0,110.0
Camden Valley Way Northbound,"-34.03904,150.82268",08:00,0%,108.0,108.0
Camden Valley Way Northbound,"-34.01802,150.82484",08:00,0%,107.0,107.0
Camden Valley Way Northbound,"-34.00503,150.83444",08:00,0%,108.0,108.0
Camden Valley Way Northbound,"-33.99057,150.85192",08:00,0%,107.0,107.0
Camden Valley Way Northbound,"-33.98106,150.86496",08:00,0%,105.0,105.0
Camden Valley Way Northbound,"-33.96972,150.87398",08:00,51%,50.0,104.0
Camden Valley Way Northbound,"-33.95767,150.87545",08:00,38%,24.0,39.0
Camden Valley Way Northbound,"-33.95732,150.88236",08:00,47%,23.0,44.0
Camden Valley Way Southbound,"-33.9578,150.88514",08:00,51%,19.0,39.0
Camden Valley Way Southbound,"-33.95938,150.88165",08:00,0%,59.0,59.0
Camden Valley Way Southbound,"-33.96264,150.87806",08:00,0%,66.0,66.0
Camden Valley Way Southbound,"-33.96977,150.87448",08:00,0%,85.0,85.0
Camden Valley Way Southbound,"-33.98025,150.86694",08:00,0%,105.0,105.0
Camden Valley Way Southbound,"-33.98927,150.85335",08:00,0%,108.0,108.0
Camden Valley Way Southbound,"-34.00056,150.84294",08:00,0%,107.0,107.0
Camden Valley Way Southbound,"-34.01272,150.82789",08:00,0%,106.0,106.0
Camden Valley Way Southbound,"-34.0297,150.82413",08:00,0%,104.0,104.0
Camden Valley Way Southbound,"-34.04615,150.81933",08:00,0%,106.0,106.0
Camden Valley Way Southbound,"-34.05463,150.80402",08:00,0%,103.0,103.0
Camden Valley Way Southbound,"-34.05997,150.78905",08:00,0%,88.0,88.0
Camden Valley Way Southbound,"-34.06385,150.78506",08:00,25%,36.0,48.0
Camden Valley Way Southbound,"-34.06194,150.78518",08:00,0%,65.0,65.0
Camden Valley Way Southbound,"-34.05627,150.77738",08:00,43%,41.0,72.0
Camden Valley Way Southbound,"-34.05294,150.76978",08:00,43%,41.0,72.0
Camden Valley Way Southbound,"-34.04699,150.76016",08:00,0%,78.0,78.0
Camden Valley Way Southbound,"-34.04154,150.74838",08:00,0%,75.0,75.0
Camden Valley Way Southbound,"-34.03972,150.73849",08:00,0%,44.0,44.0
Camden Valley Way Southbound,"-34.04201,150.73104",08:00,32%,31.0,46.0
Camden Valley Way Southbound,"-34.04334,150.72677",08:00,32%,31.0,46.0
Camden Valley Way Southbound,"-34.04739,150.71745",08:00,0%,59.0,59.0
Camden Valley Way Southbound,"-34.05217,150.70991",08:00,0%,60.0,60.0
Sunnyholt Road Northbound,"-33.77026,150.91197",08:00,56%,18.0,41.0
Sunnyholt Road Northbound,"-33.76497,150.91281",08:00,34%,31.0,47.0
Sunnyholt Road Northbound,"-33.75653,150.91455",08:00,36%,35.0,55.0
Sunnyholt Road Northbound,"-33.75087,150.91567",08:00,19%,32.0,40.0
Sunnyholt Road Northbound,"-33.7427,150.91713",08:00,25%,40.0,54.0
Sunnyholt Road Northbound,"-33.73711,150.9184",08:00,0%,53.0,53.0
Sunnyholt Road Northbound,"-33.7289,150.92255",08:00,46%,30.0,56.0
Sunnyholt Road Northbound,"-33.72465,150.92839",08:00,38%,40.0,65.0
Sunnyholt Road Northbound,"-33.72076,150.93618",08:00,76%,13.0,55.0
Sunnyholt Road Southbound,"-33.72173,150.93187",08:00,0%,63.0,63.0
Sunnyholt Road Southbound,"-33.72803,150.924",08:00,29%,29.0,41.0
Sunnyholt Road Southbound,"-33.73481,150.91967",08:00,47%,29.0,55.0
Sunnyholt Road Southbound,"-33.74013,150.9176",08:00,60%,20.0,51.0
Sunnyholt Road Southbound,"-33.74782,150.91641",08:00,0%,57.0,57.0
Sunnyholt Road Southbound,"-33.75459,150.91503",08:00,0%,57.0,57.0
Sunnyholt Road Southbound,"-33.76263,150.91352",08:00,32%,23.0,34.0
Sunnyholt Road Southbound,"-33.76971,150.9122",08:00,63%,14.0,38.0
O'riordan Street northbound,"-33.9285,151.18708",08:00,0%,39.0,39.0
O'riordan Street northbound,"-33.92426,151.19055",08:00,68%,9.0,29.0
O'riordan Street northbound,"-33.91895,151.19291",08:00,23%,35.0,46.0
O'riordan Street northbound,"-33.91335,151.19641",08:00,23%,35.0,46.0
