road,point,hour,traffic_percent,currentSpeed,freeFlowSpeed
putty road northbound,"-32.61819,151.11234",08:45,0%,94.0,94.0
putty road northbound,"-32.61754,151.10325",08:45,0%,65.0,65.0
putty road northbound,"-32.61933,151.09689",08:45,0%,85.0,85.0
putty road northbound,"-32.63105,151.09461",08:45,0%,96.0,96.0
putty road northbound,"-32.63295,151.06201",08:45,0%,96.0,96.0
putty road northbound,"-32.64071,151.04879",08:45,0%,97.0,97.0
putty road northbound,"-32.65013,151.02306",08:45,0%,70.0,70.0
putty road northbound,"-32.65337,151.02135",08:45,0%,70.0,70.0
putty road northbound,"-32.65998,151.0268",08:45,0%,70.0,70.0
putty road northbound,"-32.67639,151.02263",08:45,0%,94.0,94.0
putty road northbound,"-32.68765,151.01025",08:45,0%,94.0,94.0
putty road northbound,"-32.6957,151.00332",08:45,0%,90.0,90.0
putty road northbound,"-32.69455,150.98402",08:45,0%,97.0,97.0
putty road northbound,"-32.69997,150.97072",08:45,0%,97.0,97.0
putty road northbound,"-32.70417,150.95436",08:45,0%,91.0,91.0
putty road northbound,"-32.70993,150.94861",08:45,0%,74.0,74.0
putty road northbound,"-32.71578,150.94692",08:45,20%,63.0,79.0
putty road northbound,"-32.72099,150.94474",08:45,0%,74.0,74.0
putty road northbound,"-32.72591,150.94493",08:45,0%,73.0,73.0
putty road northbound,"-32.73286,150.94042",08:45,0%,64.0,64.0
putty road northbound,"-32.73815,150.93868",08:45,0%,67.0,67.0
putty road northbound,"-32.74091,150.93339",08:45,0%,63.0,63.0
putty road northbound,"-32.74441,150.93138",08:45,0%,63.0,63.0
putty road northbound,"-32.74454,150.92581",08:45,0%,63.0,63.0
putty road northbound,"-32.74872,150.92278",08:45,0%,60.0,60.0
putty road northbound,"-32.75124,150.92147",08:45,0%,58.0,58.0
putty road northbound,"-32.75468,150.92286",08:45,0%,62.0,62.0
putty road northbound,"-32.75703,150.92448",08:45,0%,58.0,58.0
putty road northbound,"-32.76121,150.92462",08:45,0%,62.0,62.0
putty road northbound,"-32.76569,150.92481",08:45,0%,63.0,63.0
putty road northbound,"-32.76919,150.92267",08:45,0%,60.0,60.0
putty road northbound,"-32.77154,150.92106",08:45,0%,58.0,58.0
putty road northbound,"-32.77499,150.9186",08:45,0%,58.0,58.0
putty road northbound,"-32.77649,150.91624",08:45,0%,58.0,58.0
putty road northbound,"-32.77759,150.91288",08:45,0%,58.0,58.0
putty road northbound,"-32.77895,150.909",08:45,0%,67.0,67.0
putty road northbound,"-32.77874,150.90484",08:45,0%,65.0,65.0
putty road northbound,"-32.78361,150.89846",08:45,0%,67.0,67.0
putty road northbound,"-32.78918,150.89949",08:45,0%,66.0,66.0
putty road northbound,"-32.79317,150.90057",08:45,0%,66.0,66.0
putty road northbound,"-32.79625,150.90066",08:45,0%,66.0,66.0
putty road northbound,"-32.79853,150.89973",08:45,0%,66.0,66.0
putty road northbound,"-32.80232,150.90132",08:45,0%,62.0,62.0
putty road northbound,"-32.80276,150.89847",08:45,0%,61.0,61.0
putty road northbound,"-32.80591,150.90159",08:45,0%,62.0,62.0
putty road northbound,"-32.80699,150.89843",08:45,0%,76.0,76.0
putty road northbound,"-32.80769,150.89667",08:45,0%,78.0,78.0
putty road northbound,"-32.81231,150.8887",08:45,0%,87.0,87.0
putty road northbound,"-32.81469,150.8795",08:45,0%,84.0,84.0
putty road northbound,"-32.81393,150.87226",08:45,0%,84.0,84.0
putty road northbound,"-32.81697,150.86711",08:45,0%,84.0,84.0
putty road northbound,"-32.8263,150.86094",08:45,0%,87.0,87.0
putty road northbound,"-32.83323,150.8535",08:45,0%,80.0,80.0
putty road northbound,"-32.83747,150.85092",08:45,0%,82.0,82.0
putty road northbound,"-32.84018,150.84406",08:45,0%,89.0,89.0
putty road northbound,"-32.84525,150.83491",08:45,0%,86.0,86.0
putty road northbound,"-32.8558,150.82767",08:45,0%,91.0,91.0
putty road northbound,"-32.86665,150.82521",08:45,0%,91.0,91.0
putty road northbound,"-32.87553,150.81569",08:45,0%,90.0,90.0
putty road northbound,"-32.87579,150.79759",08:45,0%,94.0,94.0
putty road northbound,"-32.87912,150.79114",08:45,0%,84.0,84.0
putty road northbound,"-32.88059,150.78476",08:45,0%,87.0,87.0
putty road northbound,"-32.88181,150.77702",08:45,0%,87.0,87.0
putty road northbound,"-32.88658,150.77095",08:45,0%,92.0,92.0
putty road northbound,"-32.89916,150.7581",08:45,0%,92.0,92.0
putty road northbound,"-32.90989,150.74838",08:45,0%,85.0,85.0
putty road northbound,"-32.91732,150.73185",08:45,0%,85.0,85.0
putty road northbound,"-32.9184,150.72557",08:45,0%,84.0,84.0
putty road northbound,"-32.92582,150.71548",08:45,0%,85.0,85.0
putty road northbound,"-32.92614,150.7036",08:45,0%,83.0,83.0
putty road northbound,"-32.92871,150.69699",08:45,0%,72.0,72.0
putty road northbound,"-32.93007,150.7",08:45,0%,74.0,74.0
putty road northbound,"-32.9333,150.69846",08:45,0%,74.0,74.0
putty road northbound,"-32.94082,150.70196",08:45,0%,80.0,80.0
putty road northbound,"-32.94509,150.7004",08:45,0%,80.0,80.0
putty road northbound,"-32.95183,150.69495",08:45,0%,77.0,77.0
putty road northbound,"-32.96443,150.6899",08:45,0%,83.0,83.0
putty road northbound,"-32.97247,150.68847",08:45,0%,75.0,75.0
putty road northbound,"-32.97892,150.68724",08:45,0%,75.0,75.0
putty road northbound,"-32.9835,150.68582",08:45,0%,87.0,87.0
putty road northbound,"-32.99316,150.68514",08:45,0%,90.0,90.0
putty road northbound,"-33.00399,150.68478",08:45,0%,96.0,96.0
putty road northbound,"-33.01257,150.67535",08:45,0%,96.0,96.0
putty road northbound,"-33.02386,150.66914",08:45,0%,94.0,94.0
putty road northbound,"-33.03785,150.67376",08:45,0%,93.0,93.0
putty road northbound,"-33.04329,150.68168",08:45,0%,93.0,93.0
putty road northbound,"-33.05142,150.68292",08:45,0%,93.0,93.0
putty road northbound,"-33.05877,150.69649",08:45,0%,99.0,99.0
putty road northbound,"-33.07008,150.69861",08:45,0%,99.0,99.0
putty road northbound,"-33.08094,150.70953",08:45,0%,100.0,100.0
putty road northbound,"-33.09161,150.69732",08:45,0%,106.0,106.0
putty road northbound,"-33.10765,150.69458",08:45,0%,100.0,100.0
putty road northbound,"-33.11883,150.69525",08:45,0%,98.0,98.0
putty road northbound,"-33.12822,150.69108",08:45,0%,100.0,100.0
putty road northbound,"-33.14084,150.68594",08:45,0%,96.0,96.0
putty road northbound,"-33.15414,150.68999",08:45,0%,97.0,97.0
putty road northbound,"-33.15905,150.69508",08:45,0%,95.0,95.0
putty road northbound,"-33.17147,150.69418",08:45,0%,100.0,100.0
putty road northbound,"-33.18816,150.69127",08:45,0%,103.0,103.0
putty road northbound,"-33.2045,150.68271",08:45,0%,97.0,97.0
putty road northbound,"-33.21945,150.67087",08:45,0%,99.0,99.0
putty road northbound,"-33.2305,150.65905",08:45,0%,97.0,97.0
putty road northbound,"-33.2356,150.64885",08:45,0%,91.0,91.0
putty road northbound,"-33.24601,150.64981",08:45,0%,96.0,96.0
putty road northbound,"-33.25606,150.65198",08:45,0%,92.0,92.0
putty road northbound,"-33.26118,150.65757",08:45,0%,97.0,97.0
putty road northbound,"-33.26284,150.66578",08:45,0%,96.0,96.0
putty road northbound,"-33.26631,150.67123",08:45,0%,91.0,91.0
putty road northbound,"-33.2674,150.67954",08:45,0%,90.0,90.0
putty road northbound,"-33.26962,150.68643",08:45,0%,94.0,94.0
putty road northbound,"-33.27684,150.68661",08:45,0%,89.0,89.0
putty road northbound,"-33.2836,150.68959",08:45,0%,94.0,94.0
putty road northbound,"-33.28808,150.69315",08:45,0%,89.0,89.0
putty road northbound,"-33.29457,150.69237",08:45,0%,92.0,92.0
putty road northbound,"-33.30237,150.70156",08:45,0%,91.0,91.0
putty road northbound,"-33.31256,150.70037",08:45,0%,93.0,93.0
putty road northbound,"-33.32161,150.70269",08:45,0%,90.0,90.0
putty road northbound,"-33.32974,150.7013",08:45,0%,93.0,93.0
putty road northbound,"-33.33839,150.70299",08:45,0%,93.0,93.0
putty road northbound,"-33.34859,150.705",08:45,0%,89.0,89.0
putty road northbound,"-33.35462,150.70482",08:45,0%,86.0,86.0
putty road northbound,"-33.36328,150.70684",08:45,0%,86.0,86.0
putty road northbound,"-33.3665,150.71365",08:45,0%,84.0,84.0
putty road northbound,"-33.36794,150.72126",08:45,0%,82.0,82.0
putty road northbound,"-33.368,150.72807",08:45,0%,81.0,81.0
putty road northbound,"-33.37303,150.73079",08:45,0%,82.0,82.0
putty road northbound,"-33.37384,150.73821",08:45,0%,81.0,81.0
putty road northbound,"-33.37425,150.74518",08:45,0%,81.0,81.0
putty road northbound,"-33.37781,150.75061",08:45,0%,82.0,82.0
putty road northbound,"-33.38413,150.75273",08:45,0%,85.0,85.0
putty road northbound,"-33.39117,150.7557",08:45,0%,82.0,82.0
putty road northbound,"-33.40124,150.76343",08:45,0%,78.0,78.0
putty road northbound,"-33.40166,150.77355",08:45,0%,78.0,78.0
putty road northbound,"-33.40308,150.77773",08:45,0%,71.0,71.0
putty road northbound,"-33.40467,150.78311",08:45,0%,71.0,71.0
putty road northbound,"-33.40913,150.78739",08:45,0%,76.0,76.0
putty road northbound,"-33.41262,150.79249",08:45,0%,76.0,76.0
putty road northbound,"-33.41677,150.80291",08:45,0%,76.0,76.0
putty road northbound,"-33.42019,150.81027",08:45,0%,69.0,69.0
putty road northbound,"-33.42267,150.81551",08:45,0%,69.0,69.0
putty road northbound,"-33.42232,150.8208",08:45,0%,76.0,76.0
putty road northbound,"-33.42348,150.82636",08:45,0%,76.0,76.0
putty road northbound,"-33.43033,150.82932",08:45,0%,80.0,80.0
putty road northbound,"-33.43592,150.82862",08:45,0%,64.0,64.0
putty road northbound,"-33.43414,150.82589",08:45,0%,64.0,64.0
putty road northbound,"-33.43771,150.82551",08:45,0%,64.0,64.0
putty road northbound,"-33.44441,150.82488",08:45,0%,80.0,80.0
putty road northbound,"-33.44751,150.81787",08:45,0%,88.0,88.0
putty road northbound,"-33.4571,150.81301",08:45,0%,85.0,85.0
putty road northbound,"-33.46286,150.81168",08:45,0%,85.0,85.0
putty road northbound,"-33.46638,150.81083",08:45,0%,87.0,87.0
putty road northbound,"-33.47324,150.81692",08:45,0%,88.0,88.0
putty road northbound,"-33.479,150.81845",08:45,0%,88.0,88.0
putty road northbound,"-33.48633,150.81732",08:45,0%,88.0,88.0
putty road northbound,"-33.49312,150.81831",08:45,0%,88.0,88.0
putty road northbound,"-33.49851,150.81098",08:45,0%,81.0,81.0
putty road northbound,"-33.50303,150.8105",08:45,0%,81.0,81.0
putty road northbound,"-33.51023,150.82189",08:45,0%,82.0,82.0
putty road northbound,"-33.51793,150.82501",08:45,0%,84.0,84.0
putty road northbound,"-33.52465,150.82542",08:45,0%,78.0,78.0
putty road northbound,"-33.53799,150.83615",08:45,0%,78.0,78.0
putty road northbound,"-33.55047,150.83924",08:45,0%,78.0,78.0
putty road northbound,"-33.56037,150.83774",08:45,0%,62.0,62.0
putty road southbound,"-33.55725,150.83737",08:45,0%,62.0,62.0
putty road southbound,"-33.54381,150.83947",08:45,0%,78.0,78.0
putty road southbound,"-33.53027,150.83085",08:45,0%,78.0,78.0
putty road southbound,"-33.52239,150.82486",08:45,0%,82.0,82.0
putty road southbound,"-33.51527,150.82319",08:45,0%,82.0,82.0
putty road southbound,"-33.5083,150.81948",08:45,0%,84.0,84.0
putty road southbound,"-33.50119,150.80934",08:45,0%,84.0,84.0
putty road southbound,"-33.49675,150.81488",08:45,0%,79.0,79.0
putty road southbound,"-33.4912,150.81896",08:45,0%,88.0,88.0
putty road southbound,"-33.48317,150.81665",08:45,0%,88.0,88.0
putty road southbound,"-33.47662,150.81917",08:45,0%,87.0,87.0
putty road southbound,"-33.47054,150.81447",08:45,0%,87.0,87.0
putty road southbound,"-33.46485,150.81009",08:45,0%,87.0,87.0
putty road southbound,"-33.46114,150.81393",08:45,0%,85.0,85.0
putty road southbound,"-33.45384,150.81199",08:45,0%,88.0,88.0
putty road southbound,"-33.44609,150.82015",08:45,0%,80.0,80.0
putty road southbound,"-33.44144,150.82634",08:45,0%,64.0,64.0
putty road southbound,"-33.43581,150.82484",08:45,0%,64.0,64.0
putty road southbound,"-33.43493,150.82697",08:45,0%,73.0,73.0
putty road southbound,"-33.43394,150.82819",08:45,0%,80.0,80.0
putty road southbound,"-33.42776,150.83015",08:45,0%,80.0,80.0
putty road southbound,"-33.42235,150.82424",08:45,0%,75.0,75.0
putty road southbound,"-33.42255,150.81915",08:45,0%,69.0,69.0
putty road southbound,"-33.42206,150.81283",08:45,0%,69.0,69.0
putty road southbound,"-33.41936,150.8085",08:45,0%,69.0,69.0
putty road southbound,"-33.41531,150.79834",08:45,0%,80.0,80.0
putty road southbound,"-33.4119,150.79062",08:45,0%,76.0,76.0
putty road southbound,"-33.40825,150.78545",08:45,0%,71.0,71.0
putty road southbound,"-33.40425,150.78005",08:45,0%,71.0,71.0
putty road southbound,"-33.40165,150.77746",08:45,0%,71.0,71.0
putty road southbound,"-33.40192,150.77065",08:45,0%,77.0,77.0
putty road southbound,"-33.39666,150.75931",08:45,0%,82.0,82.0
putty road southbound,"-33.38973,150.75408",08:45,0%,82.0,82.0
putty road southbound,"-33.38188,150.75204",08:45,0%,85.0,85.0
putty road southbound,"-33.3759,150.74927",08:45,0%,82.0,82.0
putty road southbound,"-33.37378,150.74306",08:45,0%,82.0,82.0
putty road southbound,"-33.37355,150.73471",08:45,0%,81.0,81.0
putty road southbound,"-33.37042,150.73",08:45,0%,81.0,81.0
putty road southbound,"-33.36847,150.72424",08:45,0%,82.0,82.0
putty road southbound,"-33.36733,150.71931",08:45,0%,82.0,82.0
putty road southbound,"-33.36571,150.70944",08:45,0%,84.0,84.0
putty road southbound,"-33.36067,150.70758",08:45,0%,84.0,84.0
putty road southbound,"-33.35223,150.70382",08:45,0%,86.0,86.0
putty road southbound,"-33.34501,150.70529",08:45,0%,90.0,90.0
putty road southbound,"-33.33563,150.70323",08:45,0%,90.0,90.0
putty road southbound,"-33.32684,150.703",08:45,0%,90.0,90.0
putty road southbound,"-33.31888,150.70186",08:45,0%,90.0,90.0
putty road southbound,"-33.30924,150.70164",08:45,0%,91.0,91.0
putty road southbound,"-33.29963,150.70022",08:45,0%,90.0,90.0
putty road southbound,"-33.29144,150.69182",08:45,0%,92.0,92.0
putty road southbound,"-33.28626,150.691",08:45,0%,89.0,89.0
putty road southbound,"-33.28063,150.68962",08:45,0%,89.0,89.0
putty road southbound,"-33.27518,150.68629",08:45,0%,89.0,89.0
putty road southbound,"-33.26821,150.68493",08:45,0%,90.0,90.0
putty road southbound,"-33.26731,150.67633",08:45,0%,91.0,91.0
putty road southbound,"-33.2649,150.66845",08:45,0%,96.0,96.0
putty road southbound,"-33.26182,150.66164",08:45,0%,96.0,96.0
putty road southbound,"-33.25926,150.65498",08:45,0%,92.0,92.0
putty road southbound,"-33.25425,150.65028",08:45,0%,92.0,92.0
putty road southbound,"-33.24289,150.64838",08:45,0%,96.0,96.0
putty road southbound,"-33.23278,150.65363",08:45,0%,91.0,91.0
putty road southbound,"-33.22809,150.66055",08:45,0%,98.0,98.0
putty road southbound,"-33.21565,150.67691",08:45,0%,99.0,99.0
putty road southbound,"-33.20068,150.68317",08:45,0%,97.0,97.0
putty road southbound,"-33.18264,150.69317",08:45,0%,102.0,102.0
putty road southbound,"-33.16436,150.6922",08:45,0%,100.0,100.0
putty road southbound,"-33.15716,150.69509",08:45,0%,93.0,93.0
putty road southbound,"-33.14507,150.68571",08:45,0%,96.0,96.0
putty road southbound,"-33.13557,150.69196",08:45,0%,98.0,98.0
putty road southbound,"-33.12153,150.68911",08:45,0%,96.0,96.0
putty road southbound,"-33.11762,150.69743",08:45,0%,98.0,98.0
putty road southbound,"-33.10513,150.69409",08:45,0%,100.0,100.0
putty road southbound,"-33.08462,150.70765",08:45,0%,100.0,100.0
putty road southbound,"-33.07876,150.70843",08:45,0%,100.0,100.0
putty road southbound,"-33.06658,150.69829",08:45,0%,99.0,99.0
putty road southbound,"-33.05414,150.68816",08:45,0%,99.0,99.0
putty road southbound,"-33.04811,150.68206",08:45,0%,93.0,93.0
putty road southbound,"-33.03889,150.67895",08:45,0%,93.0,93.0
putty road southbound,"-33.03592,150.67277",08:45,0%,93.0,93.0
putty road southbound,"-33.02125,150.66957",08:45,0%,94.0,94.0
putty road southbound,"-33.00959,150.67702",08:45,0%,96.0,96.0
putty road southbound,"-33.00183,150.68554",08:45,0%,96.0,96.0
putty road southbound,"-32.98628,150.68667",08:45,0%,90.0,90.0
putty road southbound,"-32.98166,150.68543",08:45,0%,71.0,71.0
putty road southbound,"-32.97579,150.68532",08:45,0%,71.0,71.0
putty road southbound,"-32.97,150.68881",08:45,0%,83.0,83.0
putty road southbound,"-32.96049,150.69075",08:45,0%,79.0,79.0
putty road southbound,"-32.94908,150.69696",08:45,0%,77.0,77.0
putty road southbound,"-32.94375,150.7011",08:45,0%,77.0,77.0
putty road southbound,"-32.93777,150.7007",08:45,0%,74.0,74.0
putty road southbound,"-32.93149,150.69968",08:45,0%,74.0,74.0
putty road southbound,"-32.9301,150.69772",08:45,0%,72.0,72.0
putty road southbound,"-32.92829,150.69836",08:45,0%,83.0,83.0
putty road southbound,"-32.92592,150.71045",08:45,0%,83.0,83.0
putty road southbound,"-32.92367,150.71888",08:45,0%,85.0,85.0
putty road southbound,"-32.91717,150.72825",08:45,0%,84.0,84.0
putty road southbound,"-32.91377,150.73862",08:45,0%,85.0,85.0
putty road southbound,"-32.90753,150.74848",08:45,0%,86.0,86.0
putty road southbound,"-32.89307,150.76539",08:45,0%,94.0,94.0
putty road southbound,"-32.88273,150.77427",08:45,0%,94.0,94.0
putty road southbound,"-32.8825,150.77951",08:45,0%,84.0,84.0
putty road southbound,"-32.88104,150.78689",08:45,0%,84.0,84.0
putty road southbound,"-32.87792,150.79216",08:45,0%,87.0,87.0
putty road southbound,"-32.87491,150.80679",08:45,0%,94.0,94.0
putty road southbound,"-32.8746,150.81689",08:45,0%,91.0,91.0
putty road southbound,"-32.86352,150.82782",08:45,0%,91.0,91.0
putty road southbound,"-32.85021,150.83006",08:45,0%,90.0,90.0
putty road southbound,"-32.84181,150.83852",08:45,0%,86.0,86.0
putty road southbound,"-32.83828,150.84682",08:45,0%,82.0,82.0
putty road southbound,"-32.83599,150.85158",08:45,0%,82.0,82.0
putty road southbound,"-32.8316,150.8551",08:45,0%,82.0,82.0
putty road southbound,"-32.82474,150.86285",08:45,0%,87.0,87.0
putty road southbound,"-32.81621,150.86916",08:45,0%,84.0,84.0
putty road southbound,"-32.81432,150.87604",08:45,0%,84.0,84.0
putty road southbound,"-32.81365,150.88345",08:45,0%,87.0,87.0
putty road southbound,"-32.81106,150.89035",08:45,0%,78.0,78.0
putty road southbound,"-32.80836,150.89848",08:45,0%,76.0,76.0
putty road southbound,"-32.80609,150.89775",08:45,0%,62.0,62.0
putty road southbound,"-32.8042,150.9019",08:45,0%,61.0,61.0
putty road southbound,"-32.80222,150.89917",08:45,0%,62.0,62.0
putty road southbound,"-32.80159,150.90279",08:45,0%,61.0,61.0
putty road southbound,"-32.79712,150.89981",08:45,0%,66.0,66.0
putty road southbound,"-32.79524,150.90084",08:45,0%,66.0,66.0
putty road southbound,"-32.79217,150.901",08:45,0%,66.0,66.0
putty road southbound,"-32.78714,150.89877",08:45,0%,66.0,66.0
putty road southbound,"-32.78186,150.89963",08:45,0%,65.0,65.0
putty road southbound,"-32.77776,150.90717",08:45,0%,67.0,67.0
putty road southbound,"-32.77752,150.91078",08:45,0%,67.0,67.0
putty road southbound,"-32.77772,150.91358",08:45,0%,58.0,58.0
putty road southbound,"-32.77698,150.91772",08:45,0%,58.0,58.0
putty road southbound,"-32.77395,150.92033",08:45,0%,58.0,58.0
putty road southbound,"-32.77093,150.92047",08:45,0%,58.0,58.0
putty road southbound,"-32.76764,150.92326",08:45,0%,60.0,60.0
putty road southbound,"-32.76316,150.92353",08:45,0%,62.0,62.0
putty road southbound,"-32.75914,150.924",08:45,0%,58.0,58.0
putty road southbound,"-32.75548,150.92422",08:45,0%,58.0,58.0
putty road southbound,"-32.75292,150.92396",08:45,0%,62.0,62.0
putty road southbound,"-32.75053,150.92207",08:45,0%,60.0,60.0
putty road southbound,"-32.74749,150.92349",08:45,0%,60.0,60.0
putty road southbound,"-32.74476,150.92805",08:45,0%,60.0,60.0
putty road southbound,"-32.74388,150.93205",08:45,0%,64.0,64.0
putty road southbound,"-32.74011,150.93547",08:45,0%,63.0,63.0
putty road southbound,"-32.73572,150.93956",08:45,0%,64.0,64.0
putty road southbound,"-32.73021,150.94177",08:45,0%,67.0,67.0
putty road southbound,"-32.72438,150.944",08:45,0%,73.0,73.0
putty road southbound,"-32.71891,150.94714",08:45,0%,74.0,74.0
putty road southbound,"-32.71338,150.9451",08:45,20%,63.0,79.0
putty road southbound,"-32.70676,150.95189",08:45,0%,94.0,94.0
putty road southbound,"-32.70362,150.95896",08:45,0%,91.0,91.0
putty road southbound,"-32.69815,150.97569",08:45,0%,96.0,96.0
putty road southbound,"-32.6946,150.99256",08:45,0%,90.0,90.0
putty road southbound,"-32.69531,151.00629",08:45,0%,80.0,80.0
putty road southbound,"-32.68349,151.01271",08:45,0%,94.0,94.0
putty road southbound,"-32.67306,151.02525",08:45,0%,95.0,95.0
putty road southbound,"-32.65701,151.02586",08:45,0%,70.0,70.0
putty road southbound,"-32.65179,151.0201",08:45,0%,69.0,69.0
putty road southbound,"-32.64632,151.03294",08:45,0%,94.0,94.0
putty road southbound,"-32.63832,151.05225",08:45,0%,96.0,96.0
putty road southbound,"-32.63137,151.06933",08:45,0%,98.0,98.0
putty road southbound,"-32.62771,151.09672",08:45,0%,96.0,96.0
putty road southbound,"-32.6186,151.0982",08:45,0%,85.0,85.0
putty road southbound,"-32.61725,151.10548",08:45,0%,94.0,94.0
putty road southbound,"-32.61927,151.11748",08:45,0%,94.0,94.0
putty road southbound,"-32.62486,151.12702",08:45,0%,87.0,87.0
putty road southbound,"-32.62358,151.13817",08:45,0%,97.0,97.0
putty road southbound,"-32.61776,151.14697",08:45,0%,96.0,96.0
putty road southbound,"-32.59775,151.1468",08:45,0%,96.0,96.0
putty road southbound,"-32.58545,151.15407",08:45,0%,95.0,95.0
putty road southbound,"-32.57037,151.1636",08:45,0%,38.0,38.0
Newcastle Street Eastbound,"-32.74798,151.58274",08:45,55%,25.0,56.0
Newcastle Street Westbound,"-32.75186,151.58593",08:45,67%,16.0,49.0
Appin Road 7750 Northbound,"-34.20157,150.78721",08:45,42%,30.0,52.0
Appin Road 7750 Northbound,"-34.19388,150.78971",08:45,0%,52.0,52.0
Appin Road 7750 Northbound,"-34.19201,150.79025",08:45,0%,54.0,54.0
Appin Road 7750 Northbound,"-34.18781,150.79052",08:45,0%,54.0,54.0
Appin Road 7750 Northbound,"-34.17589,150.79066",08:45,0%,73.0,73.0
Appin Road 7750 Northbound,"-34.16107,150.78963",08:45,0%,82.0,82.0
Appin Road 7750 Northbound,"-34.14677,150.79044",08:45,0%,81.0,81.0
Appin Road 7750 Northbound,"-34.1268,150.79207",08:45,0%,80.0,80.0
Appin Road 7750 Northbound,"-34.11455,150.79767",08:45,0%,72.0,72.0
Appin Road 7750 Northbound,"-34.11132,150.79839",08:45,0%,62.0,62.0
Appin Road 7750 Northbound,"-34.10168,150.80255",08:45,0%,71.0,71.0
Appin Road 7750 Northbound,"-34.08596,150.80632",08:45,0%,69.0,69.0
Appin Road 7750 Northbound,"-34.07583,150.80822",08:45,30%,44.0,63.0
Appin Road 7750 Southbound,"-34.08122,150.80805",08:45,0%,56.0,56.0
Appin Road 7750 Southbound,"-34.09959,150.80352",08:45,31%,34.0,50.0
Appin Road 7750 Southbound,"-34.11051,150.79862",08:45,0%,70.0,70.0
Appin Road 7750 Southbound,"-34.1143,150.79787",08:45,32%,37.0,55.0
Appin Road 7750 Southbound,"-34.12354,150.7941",08:45,0%,80.0,80.0
Appin Road 7750 Southbound,"-34.14373,150.79049",08:45,0%,80.0,80.0
Appin Road 7750 Southbound,"-34.15693,150.79106",08:45,0%,82.0,82.0
Appin Road 7750 Southbound,"-34.17166,150.78965",08:45,0%,82.0,82.0
Appin Road 7750 Southbound,"-34.18569,150.79077",08:45,0%,73.0,73.0
Appin Road 7750 Southbound,"-34.18946,150.7907",08:45,0%,54.0,54.0
Appin Road 7750 Southbound,"-34.19387,150.7899",08:45,0%,54.0,54.0
Appin Road 7750 Southbound,"-34.20127,150.78733",08:45,42%,30.0,52.0
Appin Road 7759 Northbound,"-34.29932,150.90566",08:45,0%,89.0,89.0
Appin Road 7759 Northbound,"-34.28467,150.89897",08:45,0%,89.0,89.0
Appin Road 7759 Northbound,"-34.27442,150.89525",08:45,0%,91.0,91.0
Appin Road 7759 Northbound,"-34.26562,150.8916",08:45,0%,93.0,93.0
Appin Road 7759 Northbound,"-34.25925,150.87551",08:45,0%,93.0,93.0
Appin Road 7759 Northbound,"-34.25,150.85451",08:45,0%,92.0,92.0
Appin Road 7759 Northbound,"-34.24135,150.83928",08:45,0%,93.0,93.0
Appin Road 7759 Northbound,"-34.23286,150.82208",08:45,0%,88.0,88.0
Appin Road 7759 Northbound,"-34.22155,150.80996",08:45,0%,88.0,88.0
Appin Road 7759 Northbound,"-34.21345,150.79945",08:45,0%,69.0,69.0
Appin Road 7759 Northbound,"-34.20814,150.79484",08:45,0%,64.0,64.0
Appin Road 7759 Southbound,"-34.20978,150.7966",08:45,0%,69.0,69.0
Appin Road 7759 Southbound,"-34.21547,150.80182",08:45,0%,69.0,69.0
Appin Road 7759 Southbound,"-34.22487,150.81304",08:45,0%,88.0,88.0
Appin Road 7759 Southbound,"-34.23602,150.82717",08:45,0%,91.0,91.0
Appin Road 7759 Southbound,"-34.24463,150.84443",08:45,0%,93.0,93.0
Appin Road 7759 Southbound,"-34.2507,150.86037",08:45,0%,92.0,92.0
Appin Road 7759 Southbound,"-34.26196,150.87969",08:45,0%,93.0,93.0
Appin Road 7759 Southbound,"-34.26703,150.89378",08:45,0%,93.0,93.0
Appin Road 7759 Southbound,"-34.27712,150.8947",08:45,0%,91.0,91.0
Appin Road 7759 Southbound,"-34.28752,150.90043",08:45,0%,89.0,89.0
Appin Road 7759 Southbound,"-34.3012,150.90544",08:45,0%,81.0,81.0
Pennant Hills Northbound,"-33.7943,151.01732",08:45,40%,31.0,52.0
Pennant Hills Northbound,"-33.78953,151.02319",08:45,44%,30.0,54.0
Pennant Hills Northbound,"-33.78653,151.03099",08:45,50%,27.0,55.0
Pennant Hills Northbound,"-33.78626,151.03776",08:45,55%,25.0,56.0
Pennant Hills Northbound,"-33.78444,151.04394",08:45,72%,11.0,40.0
Pennant Hills Northbound,"-33.78308,151.04697",08:45,56%,21.0,48.0
Pennant Hills Northbound,"-33.78031,151.05174",08:45,43%,26.0,46.0
Pennant Hills Northbound,"-33.7764,151.05145",08:45,0%,58.0,58.0
Pennant Hills Northbound,"-33.76919,151.04949",08:45,19%,45.0,56.0
Pennant Hills Northbound,"-33.7655,151.04729",08:45,83%,9.0,54.0
Pennant Hills Northbound,"-33.76099,151.04848",08:45,42%,31.0,54.0
Pennant Hills Northbound,"-33.75493,151.04778",08:45,40%,31.0,52.0
Pennant Hills Northbound,"-33.74806,151.04986",08:45,0%,56.0,56.0
Pennant Hills Northbound,"-33.74164,151.05661",08:45,46%,30.0,56.0
Pennant Hills Southbound,"-33.74652,151.05166",08:45,36%,42.0,66.0
Pennant Hills Southbound,"-33.75151,151.04894",08:45,0%,62.0,62.0
Pennant Hills Southbound,"-33.75845,151.04913",08:45,0%,25.0,25.0
